 TIME (ms)      DELTA_TEMP (K) AVG_TEMP (K)   
 ============== ============== ============== 
  1.8538938E+10 -1.0080004E+00  2.8829999E+02 
  1.8580046E+10 -9.9600029E-01  2.8954999E+02 
  1.8629386E+10 -9.8600006E-01  2.9046997E+02 
  1.8669433E+10 -9.8000002E-01  2.9117999E+02 
  1.8763026E+10 -9.6700001E-01  2.9244995E+02 
  1.8851295E+10 -9.5600033E-01  2.9346997E+02 
  1.8937938E+10 -9.5800018E-01  2.9323999E+02 
  1.9879473E+10  2.1099997E+00  2.0240997E+02 
  1.9963748E+10  2.0949998E+00  2.0090997E+02 
  2.0053627E+10  2.0819998E+00  1.9956000E+02 
  2.0137177E+10  2.0709996E+00  1.9844998E+02 
  2.0226863E+10  2.0609999E+00  1.9743997E+02 
  2.0398821E+10  2.0439997E+00  1.9570999E+02 
  2.0568764E+10  2.0309997E+00  1.9431998E+02 
  2.0742840E+10  2.0179996E+00  1.9300000E+02 
  2.1092889E+10 -1.0380001E+00  2.8500000E+02 
  2.1348868E+10 -9.7600031E-01  2.9133997E+02 
  2.1521170E+10 -9.4400024E-01  2.9464996E+02 
  2.1787689E+10 -9.4600010E-01  2.9450995E+02 
  2.1955047E+10 -1.0310001E+00  2.8576996E+02 
  2.2040297E+10  2.3699999E+00  2.2850000E+02 
  2.2134989E+10  2.2009997E+00  2.1163998E+02 
  2.2228750E+10  2.1559997E+00  2.0704999E+02 
  2.2428393E+10  2.1049995E+00  2.0181000E+02 
  2.2516175E+10  2.0899997E+00  2.0028000E+02 
  2.2778307E+10  2.0569997E+00  1.9691998E+02 
  2.2947332E+10  2.0409999E+00  1.9531998E+02 
  2.3123059E+10  2.0270000E+00  1.9389999E+02 
  2.3393456E+10 -1.2700005E+00  2.6092999E+02 
  2.3478931E+10 -1.1370001E+00  2.7472998E+02 
  2.3579533E+10 -1.0660005E+00  2.8210999E+02 
  2.3679238E+10 -1.0210004E+00  2.8665997E+02 
  2.3720399E+10 -1.0080004E+00  2.8797998E+02 
  2.3922909E+10 -9.6800041E-01  2.9213995E+02 
  2.3993225E+10 -9.5400047E-01  2.9352997E+02 
  2.4078811E+10 -9.3700027E-01  2.9532996E+02 
  2.4164467E+10 -9.2600012E-01  2.9644995E+02 
  2.4251023E+10 -9.2600012E-01  2.9650995E+02 
  2.4339649E+10 -9.4200039E-01  2.9493994E+02 
  2.4425501E+10 -9.7600031E-01  2.9150995E+02 
  2.4500896E+10 -1.0240002E+00  2.8653998E+02 
  2.4589132E+10  2.3699999E+00  2.2850998E+02 
  2.4673657E+10  2.2069998E+00  2.1231000E+02 
  2.4777363E+10  2.1559997E+00  2.0700998E+02 
  2.4869990E+10  2.1279998E+00  2.0414999E+02 
  2.4937177E+10  2.1120000E+00  2.0256998E+02 
  2.5020314E+10  2.0969996E+00  2.0097998E+02 
  2.5196757E+10  2.0709996E+00  1.9837997E+02 
  2.5364013E+10  2.0530000E+00  1.9650000E+02 
  2.5539531E+10  2.0369997E+00  1.9490997E+02 
  2.5904693E+10  2.0139999E+00  1.9246997E+02 
  2.6087727E+10 -1.0880003E+00  2.7975995E+02 
  2.6172928E+10 -1.0400004E+00  2.8472998E+02 
