 TIME (ms)      DELTA_TEMP (K) AVG_TEMP (K)   
  1.8775941E+10  8.2999989E-02  2.5156000E+02 
  1.8779419E+10  8.5999995E-02  2.5151999E+02 
  1.8782028E+10  8.6999997E-02  2.5151999E+02 
  1.8787680E+10  9.0999991E-02  2.5151999E+02 
  1.8791158E+10  9.2999995E-02  2.5148999E+02 
  1.8794631E+10  9.4999999E-02  2.5148999E+02 
  1.8798109E+10  9.6999988E-02  2.5145999E+02 
  1.8801590E+10  9.8999992E-02  2.5148999E+02 
  1.8805068E+10  9.9999994E-02  2.5144998E+02 
  1.8808541E+10  1.0299999E-01  2.5138998E+02 
  1.8812019E+10  1.0399999E-01  2.5141998E+02 
  1.8815500E+10  1.0499999E-01  2.5138998E+02 
  1.8816799E+10  1.0599999E-01  2.5138998E+02 
  1.8820280E+10  1.0699999E-01  2.5138998E+02 
  1.8823758E+10  1.0800000E-01  2.5138998E+02 
  1.8827239E+10  1.1000000E-01  2.5138998E+02 
  1.8830709E+10  1.1099999E-01  2.5141998E+02 
  1.8834190E+10  1.1199999E-01  2.5135999E+02 
  1.8837668E+10  1.1299999E-01  2.5135999E+02 
  1.8841149E+10  1.1399999E-01  2.5134998E+02 
  1.8844619E+10  1.1399999E-01  2.5132999E+02 
  1.8848100E+10  1.1499999E-01  2.5131998E+02 
  1.8854240E+10  1.1600000E-01  2.5135999E+02 
  1.8857718E+10  1.1700000E-01  2.5131998E+02 
  1.8861199E+10  1.1700000E-01  2.5132999E+02 
  1.8864669E+10  1.1799999E-01  2.5128998E+02 
  1.8868150E+10  1.1799999E-01  2.5131998E+02 
  1.8871628E+10  1.1799999E-01  2.5128998E+02 
  1.8873369E+10  1.1799999E-01  2.5132999E+02 
  1.8874241E+10  1.1799999E-01  2.5125000E+02 
  1.8877719E+10  1.1799999E-01  2.5128998E+02 
  1.8881188E+10  1.1899999E-01  2.5128998E+02 
  1.8884669E+10  1.1899999E-01  2.5128000E+02 
  1.8888151E+10  1.1899999E-01  2.5125000E+02 
  1.8891629E+10  1.1899999E-01  2.5125000E+02 
  1.8895098E+10  1.1899999E-01  2.5125000E+02 
  1.8916291E+10  1.2300000E-01  2.5123999E+02 
  1.8918900E+10  1.2500000E-01  2.5119998E+02 
  1.8922381E+10  1.2899998E-01  2.5117999E+02 
  1.8925859E+10  1.3599998E-01  2.5120999E+02 
  1.8929328E+10  1.4399999E-01  2.5117999E+02 
  1.8932810E+10  1.5199998E-01  2.5121997E+02 
  1.8936291E+10  1.5899998E-01  2.5117999E+02 
  1.8938950E+10  1.6399997E-01  2.5118997E+02 
  1.8942431E+10  1.6799998E-01  2.5114999E+02 
  1.8945909E+10  1.7199999E-01  2.5118997E+02 
  1.8949378E+10  1.7299998E-01  2.5114999E+02 
  1.8952860E+10  1.7399999E-01  2.5114999E+02 
  1.8956341E+10  1.7299998E-01  2.5114999E+02 
  1.8959819E+10  1.7199999E-01  2.5114999E+02 
  1.8963288E+10  1.7099997E-01  2.5115997E+02 
  1.8966770E+10  1.6900000E-01  2.5114999E+02 
  1.8970251E+10  1.6700000E-01  2.5114999E+02 
  1.8973729E+10  1.6399997E-01  2.5110999E+02 
  1.8977198E+10  1.6199997E-01  2.5114999E+02 
  1.8980680E+10  1.5899998E-01  2.5114999E+02 
  1.8984161E+10  1.5699998E-01  2.5114999E+02 
  1.8987639E+10  1.5399998E-01  2.5118997E+02 
  1.8989380E+10  1.5300000E-01  2.5114999E+02 
  1.8989810E+10  1.5199998E-01  2.5114999E+02 
  1.8993291E+10  1.4999998E-01  2.5114999E+02 
  1.8996769E+10  1.4799997E-01  2.5112000E+02 
  1.9000238E+10  1.4499998E-01  2.5114999E+02 
  1.9003720E+10  1.4199999E-01  2.5107999E+02 
  1.9004588E+10  1.4199999E-01  2.5110999E+02 
  1.9008070E+10  1.3900000E-01  2.5110999E+02 
  1.9009368E+10  1.3799998E-01  2.5112000E+02 
  1.9018928E+10  1.3200000E-01  2.5110999E+02 
  1.9022410E+10  1.2899998E-01  2.5112000E+02 
  1.9027898E+10  1.2599999E-01  2.5107999E+02 
  1.9031380E+10  1.2300000E-01  2.5104999E+02 
  1.9034857E+10  1.2099999E-01  2.5110999E+02 
  1.9038331E+10  1.1899999E-01  2.5110999E+02 
  1.9041808E+10  1.1600000E-01  2.5107999E+02 
  1.9045290E+10  1.1399999E-01  2.5110999E+02 
  1.9048767E+10  1.1199999E-01  2.5110999E+02 
  1.9052241E+10  1.0900000E-01  2.5104999E+02 
  1.9053978E+10  1.0800000E-01  2.5110999E+02 
  1.9054850E+10  1.0800000E-01  2.5107999E+02 
  1.9058328E+10  1.0499999E-01  2.5107999E+02 
  1.9061809E+10  1.0299999E-01  2.5107999E+02 
  1.9065278E+10  1.0100000E-01  2.5104999E+02 
  1.9068760E+10  9.8999992E-02  2.5107999E+02 
  1.9072238E+10  9.5999986E-02  2.5104999E+02 
  1.9076149E+10  9.3999997E-02  2.5104999E+02 
  1.9079631E+10  9.1999993E-02  2.5107999E+02 
  1.9083108E+10  8.8999987E-02  2.5104999E+02 
  1.9086578E+10  8.6999997E-02  2.5107999E+02 
  1.9090059E+10  8.4999993E-02  2.5107999E+02 
  1.9093541E+10  8.2999989E-02  2.5110999E+02 
  1.9097018E+10  8.0999985E-02  2.5107999E+02 
  1.9099628E+10  7.8999996E-02  2.5110999E+02 
  1.9103101E+10  7.6999992E-02  2.5107999E+02 
  1.9107889E+10  7.3999986E-02  2.5103998E+02 
  1.9111358E+10  7.1999997E-02  2.5104999E+02 
  1.9115708E+10  6.8999991E-02  2.5104999E+02 
  1.9116581E+10  6.8999991E-02  2.5104999E+02 
  1.9117449E+10  6.7999989E-02  2.5104999E+02 
  1.9120919E+10  6.6999987E-02  2.5103998E+02 
  1.9124400E+10  6.3999996E-02  2.5107999E+02 
  1.9127878E+10  6.1999999E-02  2.5104999E+02 
  1.9131359E+10  5.9999995E-02  2.5104999E+02 
  1.9134829E+10  5.7999998E-02  2.5100998E+02 
  1.9138310E+10  5.5999994E-02  2.5104999E+02 
  1.9141788E+10  5.3999998E-02  2.5107999E+02 
  1.9145269E+10  5.1999994E-02  2.5100998E+02 
  1.9148739E+10  4.9999997E-02  2.5104999E+02 
  1.9152220E+10  4.7999993E-02  2.5100998E+02 
  1.9155698E+10  4.5999996E-02  2.5100998E+02 
  1.9159179E+10  4.4000000E-02  2.5104999E+02 
  1.9162218E+10  4.1999996E-02  2.5100998E+02 
  1.9162649E+10  4.1999996E-02  2.5110999E+02 
  1.9165700E+10  4.0999994E-02  2.5103998E+02 
  1.9169178E+10  3.8999997E-02  2.5103998E+02 
  1.9172651E+10  3.6999993E-02  2.5103998E+02 
  1.9176129E+10  3.4999996E-02  2.5103998E+02 
  1.9179610E+10  3.3000000E-02  2.5103998E+02 
  1.9180909E+10  3.3000000E-02  2.5103998E+02 
  1.9183088E+10  3.1999998E-02  2.5107999E+02 
  1.9183518E+10  3.0999999E-02  2.5104999E+02 
  1.9186999E+10  2.9999997E-02  2.5104999E+02 
  1.9190481E+10  2.7999997E-02  2.5100998E+02 
  1.9193680E+10  2.5999997E-02  2.5103998E+02 
  1.9196731E+10  2.4999999E-02  2.5107999E+02 
  1.9199771E+10  2.2999998E-02  2.5100998E+02 
  1.9203248E+10  2.0999998E-02  2.5104999E+02 
  1.9206717E+10  2.0000000E-02  2.5096997E+02 
  1.9210199E+10  1.7999999E-02  2.5104999E+02 
  1.9213681E+10  1.6999997E-02  2.5100000E+02 
  1.9217158E+10  1.4999999E-02  2.5103998E+02 
  1.9220627E+10  1.3999999E-02  2.5100998E+02 
  1.9224109E+10  1.1999998E-02  2.5100998E+02 
  1.9227591E+10  9.9999998E-03  2.5100998E+02 
  1.9231068E+10  8.9999996E-03  2.5103998E+02 
  1.9234107E+10  6.9999993E-03  2.5100998E+02 
  1.9237589E+10  5.9999991E-03  2.5100998E+02 
  1.9241058E+10  4.9999999E-03  2.5100998E+02 
  1.9243237E+10  3.9999997E-03  2.5100000E+02 
  1.9257147E+10 -9.5312507E-04  2.5100000E+02 
  1.9260629E+10 -9.0625044E-04  2.5096997E+02 
  1.9264098E+10 -3.8125003E-03  2.5096997E+02 
  1.9267580E+10 -2.8125001E-03  2.5096997E+02 
  1.9271057E+10 -1.8125009E-03  2.5103000E+02 
  1.9274539E+10 -8.1250072E-04  2.5103000E+02 
  1.9278008E+10 -7.6250006E-03  2.5096997E+02 
  1.9281490E+10 -6.6250004E-03  2.5100000E+02 
  1.9284591E+10 -5.6250002E-03  2.5103000E+02 
  1.9288068E+10 -4.6250001E-03  2.5100000E+02 
  1.9291537E+10 -3.6250018E-03  2.5096997E+02 
  1.9295019E+10 -2.6250016E-03  2.5096997E+02 
  1.9298501E+10 -1.6250014E-03  2.5098999E+02 
  1.9299369E+10 -1.6250014E-03  2.5096997E+02 
  1.9301540E+10 -6.2500127E-04  2.5096997E+02 
  1.9305021E+10 -6.2500127E-04  2.5098999E+02 
  1.9308499E+10 -1.5250001E-02  2.5100000E+02 
  1.9312411E+10 -1.4250003E-02  2.5096997E+02 
  1.9315888E+10 -1.3250001E-02  2.5096997E+02 
  1.9319357E+10 -1.2250002E-02  2.5100000E+02 
  1.9322839E+10 -1.2250002E-02  2.5100000E+02 
  1.9326321E+10 -1.1250000E-02  2.5098999E+02 
  1.9329798E+10 -1.1250000E-02  2.5103000E+02 
  1.9333710E+10 -1.1250000E-02  2.5100000E+02 
  1.9335451E+10 -1.0250002E-02  2.5100000E+02 
  1.9338928E+10 -1.0250002E-02  2.5095999E+02 
  1.9342397E+10 -9.2500001E-03  2.5095999E+02 
  1.9345879E+10 -9.2500001E-03  2.5096997E+02 
  1.9347628E+10 -9.2500001E-03  2.5095999E+02 
  1.9350229E+10 -9.2500001E-03  2.5100000E+02 
  1.9353698E+10 -9.2500001E-03  2.5100000E+02 
  1.9357180E+10 -8.2500018E-03  2.5095999E+02 
  1.9360657E+10 -8.2500018E-03  2.5095999E+02 
  1.9364250E+10 -8.2500018E-03  2.5101999E+02 
  1.9367719E+10 -8.2500018E-03  2.5098999E+02 
  1.9371201E+10 -8.2500018E-03  2.5092999E+02 
  1.9374678E+10 -8.2500018E-03  2.5100000E+02 
  1.9378160E+10 -8.2500018E-03  2.5092999E+02 
  1.9380761E+10 -8.2500018E-03  2.5095999E+02 
  1.9384238E+10 -9.2500001E-03  2.5096997E+02 
  1.9385549E+10 -9.2500001E-03  2.5098999E+02 
  1.9389018E+10 -1.0250002E-02  2.5096997E+02 
  1.9392500E+10 -1.0250002E-02  2.5095999E+02 
  1.9395981E+10 -1.0250002E-02  2.5100000E+02 
  1.9399459E+10 -1.0250002E-02  2.5095999E+02 
  1.9402928E+10 -1.0250002E-02  2.5095999E+02 
  1.9406410E+10 -1.1250000E-02  2.5098999E+02 
  1.9409891E+10 -1.2250002E-02  2.5095999E+02 
  1.9413369E+10 -1.3250001E-02  2.5091998E+02 
  1.9416838E+10 -1.3250001E-02  2.5098999E+02 
  1.9420320E+10 -1.4250003E-02  2.5093997E+02 
  1.9421618E+10 -1.4250003E-02  2.5097998E+02 
  1.9425100E+10 -1.5250001E-02  2.5093997E+02 
  1.9428581E+10 -6.2500127E-04  2.5093997E+02 
  1.9432059E+10 -2.6250016E-03  2.5093997E+02 
  1.9435528E+10 -3.6250018E-03  2.5093997E+02 
  1.9439010E+10 -3.6250018E-03  2.5093997E+02 
  1.9440321E+10 -4.6250001E-03  2.5092999E+02 
  1.9443798E+10 -5.6250002E-03  2.5092999E+02 
  1.9448250E+10 -7.6250006E-03  2.5088998E+02 
  1.9451728E+10 -1.8125009E-03  2.5090997E+02 
  1.9455209E+10 -2.8125001E-03  2.5090997E+02 
  1.9458679E+10 -9.0625044E-04  2.5092999E+02 
  1.9462160E+10 -9.5312507E-04  2.5089999E+02 
  1.9465638E+10  9.9999993E-04  2.5090997E+02 
  1.9469119E+10  2.9999996E-03  2.5090997E+02 
  1.9472589E+10  5.9999991E-03  2.5091998E+02 
  1.9476070E+10  9.9999998E-03  2.5089999E+02 
  1.9479548E+10  1.3999999E-02  2.5091998E+02 
  1.9483030E+10  2.0999998E-02  2.5087000E+02 
  1.9486499E+10  2.8999999E-02  2.5092999E+02 
  1.9489980E+10  3.9999999E-02  2.5091998E+02 
  1.9493458E+10  5.1999994E-02  2.5087000E+02 
  1.9496940E+10  6.4999998E-02  2.5089999E+02 
  1.9499979E+10  8.0999985E-02  2.5087997E+02 
  1.9500851E+10  8.2999989E-02  2.5084998E+02 
  1.9504329E+10  9.7999990E-02  2.5085999E+02 
  1.9507798E+10  1.1499999E-01  2.5081000E+02 
  1.9508240E+10  1.1799999E-01  2.5084000E+02 
  1.9511718E+10  1.3499999E-01  2.5087997E+02 
  1.9515191E+10  1.5300000E-01  2.5082999E+02 
  1.9518669E+10  1.7099997E-01  2.5084000E+02 
  1.9522150E+10  1.8899998E-01  2.5079999E+02 
  1.9525628E+10  2.0699999E-01  2.5079999E+02 
  1.9529110E+10  2.2499999E-01  2.5082999E+02 
  1.9532579E+10  2.4299997E-01  2.5078998E+02 
  1.9535790E+10  2.5899994E-01  2.5081998E+02 
  1.9539268E+10  2.7699995E-01  2.5075000E+02 
  1.9542741E+10  2.9499996E-01  2.5071997E+02 
  1.9546218E+10  3.1199998E-01  2.5075000E+02 
  1.9548398E+10  3.2299995E-01  2.5078000E+02 
  1.9551871E+10  3.3999997E-01  2.5073999E+02 
  1.9555348E+10  3.5699999E-01  2.5070999E+02 
  1.9558830E+10  3.7299997E-01  2.5066998E+02 
  1.9562308E+10  3.8900000E-01  2.5069998E+02 
  1.9565781E+10  4.0499997E-01  2.5069998E+02 
  1.9569258E+10  4.2099994E-01  2.5069998E+02 
  1.9572740E+10  4.3599999E-01  2.5063998E+02 
  1.9576218E+10  4.5099998E-01  2.5062997E+02 
  1.9579691E+10  4.6599996E-01  2.5066998E+02 
  1.9584479E+10  4.8599994E-01  2.5062997E+02 
  1.9587949E+10  5.0000000E-01  2.5062997E+02 
  1.9591430E+10  5.1399994E-01  2.5062997E+02 
  1.9594039E+10  5.2399993E-01  2.5062997E+02 
  1.9594478E+10  5.2499998E-01  2.5059000E+02 
  1.9597951E+10  5.3899992E-01  2.5056000E+02 
  1.9601428E+10  5.5199993E-01  2.5056000E+02 
  1.9604910E+10  5.6499994E-01  2.5059000E+02 
  1.9607949E+10  5.7599998E-01  2.5056000E+02 
  1.9610128E+10  5.8399999E-01  2.5056000E+02 
  1.9613598E+10  5.9599996E-01  2.5059000E+02 
  1.9617079E+10  6.0899997E-01  2.5056000E+02 
  1.9621589E+10  6.2399995E-01  2.5059000E+02 
  1.9625071E+10  6.3599992E-01  2.5051999E+02 
  1.9628548E+10  6.4799988E-01  2.5051999E+02 
  1.9632017E+10  6.5899992E-01  2.5054999E+02 
  1.9635499E+10  6.7099988E-01  2.5047998E+02 
  1.9638981E+10  6.8199992E-01  2.5053998E+02 
  1.9642458E+10  6.9299996E-01  2.5054999E+02 
  1.9644629E+10  6.9899988E-01  2.5051999E+02 
  1.9645059E+10  7.0099998E-01  2.5047998E+02 
  1.9648541E+10  7.1099997E-01  2.5047998E+02 
  1.9652018E+10  7.2199988E-01  2.5050998E+02 
  1.9655500E+10  7.3299992E-01  2.5050998E+02 
  1.9658969E+10  7.4299991E-01  2.5047998E+02 
  1.9662451E+10  7.5299990E-01  2.5050998E+02 
  1.9665928E+10  7.6299989E-01  2.5047998E+02 
  1.9669410E+10  7.7299988E-01  2.5050998E+02 
  1.9672891E+10  7.8299999E-01  2.5046997E+02 
  1.9676361E+10  7.9299998E-01  2.5046997E+02 
  1.9679838E+10  8.0299997E-01  2.5046997E+02 
  1.9680711E+10  8.0499995E-01  2.5046997E+02 
  1.9681149E+10  8.0599999E-01  2.5045999E+02 
  1.9684618E+10  8.1599998E-01  2.5046997E+02 
  1.9685929E+10  8.1899989E-01  2.5046997E+02 
  1.9689398E+10  8.2900000E-01  2.5045999E+02 
  1.9692880E+10  8.3799994E-01  2.5042999E+02 
  1.9696357E+10  8.4699988E-01  2.5043997E+02 
  1.9699839E+10  8.5699999E-01  2.5042999E+02 
  1.9703308E+10  8.6499989E-01  2.5043997E+02 
  1.9708318E+10  8.7799990E-01  2.5039999E+02 
  1.9711791E+10  8.8699996E-01  2.5042999E+02 
  1.9713970E+10  8.9199996E-01  2.5039999E+02 
  1.9715699E+10  8.9699996E-01  2.5039999E+02 
  1.9716141E+10  8.9799988E-01  2.5039999E+02 
  1.9717878E+10  9.0199995E-01  2.5039999E+02 
  1.9721359E+10  9.1099989E-01  2.5039999E+02 
  1.9724829E+10  9.1899991E-01  2.5039999E+02 
  1.9726139E+10  9.2199993E-01  2.5039999E+02 
  1.9728749E+10  9.2899990E-01  2.5039999E+02 
  1.9732218E+10  9.3699992E-01  2.5039999E+02 
  1.9735699E+10  9.4499993E-01  2.5039999E+02 
  1.9739181E+10  9.5299995E-01  2.5039999E+02 
  1.9742659E+10  9.6199989E-01  2.5035999E+02 
  1.9746128E+10  9.6999991E-01  2.5035999E+02 
  1.9749609E+10  9.7799993E-01  2.5039999E+02 
  1.9753091E+10  9.8599994E-01  2.5035999E+02 
  1.9756569E+10  9.9299991E-01  2.5035999E+02 
  1.9760050E+10  1.0009999E+00  2.5035999E+02 
  1.9763528E+10  1.0100000E+00  2.5038998E+02 
  1.9764830E+10  1.0119998E+00  2.5031998E+02 
  1.9767431E+10  1.0179999E+00  2.5031998E+02 
  1.9770909E+10  1.0249999E+00  2.5031998E+02 
  1.9774390E+10  1.0330000E+00  2.5031998E+02 
  1.9777868E+10  1.0400000E+00  2.5034998E+02 
  1.9781349E+10  1.0479999E+00  2.5031998E+02 
  1.9784819E+10  1.0560000E+00  2.5034998E+02 
  1.9788300E+10  1.0630000E+00  2.5034998E+02 
  1.9794219E+10  1.0749998E+00  2.5028998E+02 
  1.9798139E+10  1.0829999E+00  2.5028998E+02 
  1.9801608E+10  1.0899999E+00  2.5028000E+02 
  1.9805528E+10  1.0990000E+00  2.5028000E+02 
  1.9806831E+10  1.1009998E+00  2.5025000E+02 
  1.9809010E+10  1.1049998E+00  2.5028000E+02 
  1.9810738E+10  1.1090000E+00  2.5028000E+02 
  1.9812479E+10  1.1129999E+00  2.5031998E+02 
  1.9813790E+10  1.1149998E+00  2.5025000E+02 
  1.9815088E+10  1.1169999E+00  2.5021997E+02 
  1.9817701E+10  1.1229999E+00  2.5025000E+02 
  1.9819438E+10  1.1259999E+00  2.5025998E+02 
  1.9821179E+10  1.1299999E+00  2.5025000E+02 
  1.9823350E+10  1.1339998E+00  2.5023999E+02 
  1.9825091E+10  1.1369998E+00  2.5028000E+02 
  1.9828568E+10  1.1439998E+00  2.5025000E+02 
  1.9832037E+10  1.1509998E+00  2.5020999E+02 
  1.9835519E+10  1.1569998E+00  2.5023999E+02 
  1.9839001E+10  1.1639998E+00  2.5020999E+02 
  1.9840299E+10  1.1669998E+00  2.5025000E+02 
  1.9843781E+10  1.1729999E+00  2.5025000E+02 
  1.9846828E+10  1.1789999E+00  2.5020999E+02 
  1.9850301E+10  1.1859999E+00  2.5023999E+02 
  1.9853349E+10  1.1910000E+00  2.5023999E+02 
  1.9853779E+10  1.1919999E+00  2.5020999E+02 
  1.9857261E+10  1.1989999E+00  2.5023999E+02 
  1.9860738E+10  1.2049999E+00  2.5016998E+02 
  1.9864207E+10  1.2110000E+00  2.5017999E+02 
  1.9867689E+10  1.2179999E+00  2.5023999E+02 
  1.9871171E+10  1.2240000E+00  2.5020999E+02 
  1.9874648E+10  1.2309999E+00  2.5020999E+02 
  1.9880460E+10  1.2409999E+00  2.5017999E+02 
  1.9883938E+10  1.2470000E+00  2.5017999E+02 
  1.9884368E+10  1.2479999E+00  2.5016998E+02 
  1.9885240E+10  1.2500000E+00  2.5020999E+02 
  1.9888718E+10  1.2559998E+00  2.5020999E+02 
  1.9892199E+10  1.2619998E+00  2.5016998E+02 
  1.9895669E+10  1.2679999E+00  2.5020999E+02 
  1.9899150E+10  1.2739999E+00  2.5017999E+02 
  1.9902628E+10  1.2800000E+00  2.5016998E+02 
  1.9906548E+10  1.2869999E+00  2.5019998E+02 
  1.9910021E+10  1.2919998E+00  2.5013998E+02 
  1.9913499E+10  1.2989998E+00  2.5016998E+02 
  1.9916980E+10  1.3049998E+00  2.5019998E+02 
  1.9920458E+10  1.3109999E+00  2.5013998E+02 
  1.9923931E+10  1.3160000E+00  2.5016998E+02 
  1.9927409E+10  1.3219998E+00  2.5016998E+02 
  1.9930890E+10  1.3279998E+00  2.5013998E+02 
  1.9934368E+10  1.3339999E+00  2.5013998E+02 
  1.9937841E+10  1.3390000E+00  2.5010999E+02 
