 TIME (ms)      DELTA_TEMP (K) AVG_TEMP (K)   
 ============== ============== ============== 
  1.8540593E+10 -9.6000016E-02  2.5303998E+02 
  1.8581783E+10 -7.2000027E-02  2.5281998E+02 
  1.8631119E+10 -1.1000007E-02  2.5266998E+02 
  1.8671223E+10 -2.0000005E-01  2.5262000E+02 
  1.8764435E+10 -5.3000033E-02  2.5254999E+02 
  1.8852815E+10 -4.2900002E-01  2.5254999E+02 
  1.8937311E+10 -4.2300010E-01  2.5251999E+02 
  1.9026342E+10 -3.5900009E-01  2.5250998E+02 
  1.9107250E+10 -3.6700010E-01  2.5246997E+02 
  1.9191767E+10 -4.2800009E-01  2.5240997E+02 
  1.9283493E+10 -4.1000009E-02  2.5234998E+02 
  1.9362710E+10 -1.7000002E-01  2.5225998E+02 
  1.9446989E+10 -9.3000025E-02  2.5215997E+02 
  1.9534254E+10  1.4399999E-01  2.5196997E+02 
  1.9620299E+10  4.0899998E-01  2.5184998E+02 
  1.9706806E+10  6.0899997E-01  2.5170999E+02 
  1.9793019E+10  7.7199996E-01  2.5159998E+02 
  1.9878904E+10  9.0999997E-01  2.5151999E+02 
  1.9964785E+10  1.0319998E+00  2.5143997E+02 
  2.0052951E+10  1.1429999E+00  2.5139999E+02 
  2.0137746E+10  1.2409999E+00  2.5132999E+02 
  2.0226183E+10  1.3329999E+00  2.5123999E+02 
  2.0312392E+10  1.4150000E+00  2.5120999E+02 
  2.0398281E+10  1.4909999E+00  2.5113998E+02 
  2.0567491E+10  1.6239998E+00  2.5107999E+02 
  2.0744307E+10  1.7619998E+00  2.5097998E+02 
  2.0828533E+10  1.8049998E+00  2.5096997E+02 
  2.0915040E+10  1.4759998E+00  2.5112000E+02 
  2.1093974E+10  8.6599994E-01  2.5142999E+02 
  2.1347914E+10  2.3499998E-01  2.5175998E+02 
  2.1520679E+10 -1.5250001E-02  2.5191998E+02 
  2.1605253E+10 -3.4000009E-02  2.5194998E+02 
  2.1788692E+10 -1.9500002E-02  2.5189999E+02 
  2.1954503E+10  1.5499997E-01  2.5179999E+02 
  2.2041002E+10  3.5299999E-01  2.5164999E+02 
  2.2134170E+10  6.3699996E-01  2.5151999E+02 
  2.2229475E+10  8.3299994E-01  2.5140997E+02 
  2.2427435E+10  1.1049998E+00  2.5121997E+02 
  2.2516937E+10  1.1969998E+00  2.5115997E+02 
  2.2777627E+10  1.4039998E+00  2.5104999E+02 
  2.2947979E+10  1.5079999E+00  2.5096997E+02 
  2.3122465E+10  1.5979998E+00  2.5094998E+02 
  2.3394107E+10  1.6899998E+00  2.5085999E+02 
  2.3478415E+10  1.3199999E+00  2.5104999E+02 
  2.3580156E+10  9.6499991E-01  2.5122998E+02 
  2.3678697E+10  6.5599990E-01  2.5141998E+02 
  2.3721132E+10  5.2899992E-01  2.5144998E+02 
  2.3922237E+10  1.1999998E-02  2.5175998E+02 
  2.3993741E+10 -1.1700001E-01  2.5181998E+02 
  2.4078287E+10 -2.4800003E-01  2.5189999E+02 
  2.4164987E+10 -1.9300002E-01  2.5193997E+02 
  2.4250483E+10 -1.9400001E-01  2.5191998E+02 
  2.4340193E+10 -2.3900002E-01  2.5190997E+02 
  2.4424989E+10 -7.1000010E-02  2.5185999E+02 
  2.4501387E+10 -4.8000008E-02  2.5181998E+02 
  2.4588128E+10  1.1499999E-01  2.5171997E+02 
  2.4674472E+10  3.7899995E-01  2.5159000E+02 
  2.4776548E+10  5.8899999E-01  2.5144998E+02 
  2.4870666E+10  7.3099995E-01  2.5139999E+02 
  2.4936415E+10  8.1299996E-01  2.5134000E+02 
  2.5021264E+10  9.0499997E-01  2.5129999E+02 
  2.5195831E+10  1.0569999E+00  2.5120999E+02 
  2.5364742E+10  1.1750000E+00  2.5114999E+02 
  2.5536999E+10  1.2749999E+00  2.5109000E+02 
  2.5905373E+10  1.4459999E+00  2.5098999E+02 
  2.6087154E+10  8.6599994E-01  2.5128000E+02 
  2.6175537E+10  5.7499993E-01  2.5142999E+02 
  2.6234655E+10  3.9099997E-01  2.5153998E+02 
  2.6320966E+10  1.3699999E-01  2.5168997E+02 
  2.6406277E+10 -3.6000013E-02  2.5181000E+02 
  2.6495308E+10 -2.1100003E-01  2.5191998E+02 
  2.6580914E+10 -5.3000033E-02  2.5200998E+02 
  2.6756145E+10 -4.3200004E-01  2.5209000E+02 
  2.6838020E+10 -4.5300007E-01  2.5206998E+02 
  2.6948366E+10 -4.0000021E-02  2.5206000E+02 
  2.7010093E+10 -1.1300004E-01  2.5201999E+02 
  2.7097248E+10 -1.0000169E-03  2.5192999E+02 
  2.7184161E+10  1.6999997E-02  2.5178998E+02 
  2.7269480E+10  2.3899999E-01  2.5165997E+02 
  2.7340067E+10  3.7299997E-01  2.5157999E+02 
  2.7428119E+10  5.0599992E-01  2.5153998E+02 
  2.7615400E+10  7.1899998E-01  2.5141998E+02 
  2.7790041E+10  8.6899996E-01  2.5134998E+02 
  2.7961373E+10  9.8699999E-01  2.5126999E+02 
  2.8219654E+10  1.1329999E+00  2.5119998E+02 
  2.8404621E+10  1.2210000E+00  2.5115997E+02 
  2.8639117E+10  6.7499995E-01  2.5143997E+02 
  2.8738638E+10  3.4899998E-01  2.5160999E+02 
  2.8843561E+10  2.8999999E-02  2.5179999E+02 
  2.8911350E+10 -8.8000029E-02  2.5188998E+02 
  2.8996682E+10 -1.2600005E-01  2.5201999E+02 
  2.9086224E+10 -4.3500006E-01  2.5210999E+02 
  2.9167108E+10 -3.0800009E-01  2.5220999E+02 
  2.9343891E+10 -2.3400009E-01  2.5222998E+02 
  2.9442245E+10 -2.8200006E-01  2.5223999E+02 
  2.9527958E+10 -3.6800003E-01  2.5218997E+02 
  2.9613703E+10 -4.8700011E-01  2.5213998E+02 
  2.9699682E+10 -1.8400002E-01  2.5203998E+02 
  2.9798011E+10 -1.6250014E-03  2.5187000E+02 
  2.9884867E+10  1.6799998E-01  2.5178000E+02 
  2.9929210E+10  2.4299997E-01  2.5175998E+02 
  3.0033154E+10  3.8900000E-01  2.5167999E+02 
  3.0214775E+10  5.8499992E-01  2.5154999E+02 
  3.0395290E+10  7.3499990E-01  2.5148999E+02 
