 TIME (ms)      DELTA_TEMP (K) AVG_TEMP (K)   
  2.3342092E+10  1.9399998E+00  1.8281998E+02 
  2.3345570E+10  1.9399998E+00  1.8285999E+02 
  2.3349047E+10  1.9399998E+00  1.8285999E+02 
  2.3352525E+10  1.9399998E+00  1.8289999E+02 
  2.3356002E+10  1.9399998E+00  1.8289999E+02 
  2.3359480E+10  1.9399998E+00  1.8294998E+02 
  2.3362957E+10  1.9410000E+00  1.8303000E+02 
  2.3366435E+10  1.9399998E+00  1.8307999E+02 
  2.3369912E+10  1.9410000E+00  1.8318997E+02 
  2.3373390E+10  1.9410000E+00  1.8325000E+02 
  2.3376974E+10  2.2372997E+01  2.1235999E+02 
  2.3380451E+10 -4.1530037E+00  2.6782996E+02 
  2.3383933E+10 -3.2450027E+00  2.7713995E+02 
  2.3387410E+10 -3.0860023E+00  2.7875000E+02 
  2.3390888E+10 -3.0250015E+00  2.7941998E+02 
  2.3395557E+10 -2.9840012E+00  2.8008997E+02 
  2.3395996E+10 -2.9790001E+00  2.8008997E+02 
  2.3396430E+10 -2.9730034E+00  2.8019995E+02 
  2.3399907E+10 -2.9340019E+00  2.8059998E+02 
  2.3403385E+10 -2.9050026E+00  2.8101996E+02 
  2.3404253E+10 -2.8990021E+00  2.8109998E+02 
  2.3407731E+10 -2.8700027E+00  2.8147998E+02 
  2.3411208E+10 -2.8310013E+00  2.8187994E+02 
  2.3414686E+10 -2.8030014E+00  2.8217999E+02 
  2.3418163E+10 -2.7790031E+00  2.8258997E+02 
  2.3421641E+10 -2.7500000E+00  2.8292999E+02 
  2.3423816E+10 -2.7330017E+00  2.8314996E+02 
  2.3427293E+10 -2.7100029E+00  2.8347998E+02 
  2.3430771E+10 -2.6870003E+00  2.8375000E+02 
  2.3432942E+10 -2.6750031E+00  2.8396997E+02 
  2.3435117E+10 -2.6570015E+00  2.8416998E+02 
  2.3438594E+10 -2.6290016E+00  2.8448999E+02 
  2.3440335E+10 -2.6230011E+00  2.8457996E+02 
  2.3443812E+10 -2.5780029E+00  2.8491998E+02 
  2.3447290E+10 -2.5710030E+00  2.8516998E+02 
  2.3450767E+10 -2.5320015E+00  2.8546997E+02 
  2.3454245E+10 -2.5030022E+00  2.8577997E+02 
  2.3457722E+10 -2.4960022E+00  2.8602997E+02 
  2.3461200E+10 -2.4570007E+00  2.8629999E+02 
  2.3464677E+10 -2.4180031E+00  2.8656995E+02 
  2.3466414E+10 -2.4270020E+00  2.8668994E+02 
  2.3469892E+10 -2.3940010E+00  2.8695996E+02 
  2.3473369E+10 -2.3600006E+00  2.8721997E+02 
  2.3476847E+10 -2.3420029E+00  2.8743994E+02 
  2.3480054E+10 -2.3250008E+00  2.8759998E+02 
  2.3482229E+10 -2.3070030E+00  2.8779999E+02 
  2.3482663E+10 -2.3070030E+00  2.8779999E+02 
  2.3486140E+10 -2.2790031E+00  2.8804999E+02 
  2.3489618E+10 -2.2500000E+00  2.8829999E+02 
  2.3493095E+10 -2.2420006E+00  2.8856000E+02 
  2.3496573E+10 -2.2150002E+00  2.8868994E+02 
  2.3500050E+10 -2.2020035E+00  2.8895996E+02 
  2.3503528E+10 -2.1790009E+00  2.8910999E+02 
  2.3507005E+10 -2.1560020E+00  2.8937000E+02 
  2.3507874E+10 -2.1510010E+00  2.8993994E+02 
  2.3517004E+10 -2.0970001E+00  2.8998999E+02 
  2.3520481E+10 -2.0740013E+00  2.9008997E+02 
  2.3524393E+10 -2.0670013E+00  2.9034998E+02 
  2.3527870E+10 -2.0380020E+00  2.9056995E+02 
  2.3528305E+10 -2.0430031E+00  2.9065997E+02 
  2.3529173E+10 -2.0380020E+00  2.9060999E+02 
  2.3532650E+10 -2.0150032E+00  2.9079999E+02 
  2.3536128E+10 -2.0020027E+00  2.9106000E+02 
  2.3539606E+10 -1.9950027E+00  2.9115997E+02 
  2.3543083E+10 -1.9780006E+00  2.9133997E+02 
  2.3546561E+10 -1.9540024E+00  2.9154999E+02 
  2.3550038E+10 -1.9480019E+00  2.9168994E+02 
  2.3553516E+10 -1.9350014E+00  2.9191998E+02 
  2.3556993E+10 -1.9340019E+00  2.9201996E+02 
  2.3560471E+10 -1.9110031E+00  2.9222998E+02 
  2.3563514E+10 -1.9040031E+00  2.9237994E+02 
  2.3564820E+10 -1.8980026E+00  2.9240997E+02 
  2.3568298E+10 -1.8860016E+00  2.9259998E+02 
  2.3569166E+10 -1.8970032E+00  2.9264996E+02 
  2.3572644E+10 -1.8790016E+00  2.9275000E+02 
  2.3576121E+10 -1.8670006E+00  2.9287994E+02 
  2.3581663E+10 -1.8600006E+00  2.9310999E+02 
  2.3585141E+10 -1.8540001E+00  2.9325000E+02 
  2.3588618E+10 -1.8360023E+00  2.9332996E+02 
  2.3592096E+10 -1.8350029E+00  2.9356000E+02 
  2.3595573E+10 -1.8170013E+00  2.9367999E+02 
  2.3599051E+10 -1.8220024E+00  2.9382996E+02 
  2.3602528E+10 -1.8100014E+00  2.9387994E+02 
  2.3606006E+10 -1.8040009E+00  2.9397998E+02 
  2.3609483E+10 -1.7910004E+00  2.9419995E+02 
  2.3612961E+10 -1.7850037E+00  2.9425000E+02 
  2.3616438E+10 -1.7840004E+00  2.9438995E+02 
  2.3619482E+10 -1.7670021E+00  2.9448999E+02 
  2.3621657E+10 -1.7600021E+00  2.9462000E+02 
  2.3625134E+10 -1.7600021E+00  2.9466998E+02 
  2.3628612E+10 -1.7420006E+00  2.9481000E+02 
  2.3632089E+10 -1.7470016E+00  2.9493994E+02 
  2.3635567E+10 -1.7410011E+00  2.9498999E+02 
  2.3639044E+10 -1.7400017E+00  2.9517999E+02 
  2.3642522E+10 -1.7280006E+00  2.9522998E+02 
  2.3645999E+10 -1.7280006E+00  2.9527997E+02 
  2.3649477E+10 -1.7100029E+00  2.9535999E+02 
  2.3652954E+10 -1.7090034E+00  2.9550000E+02 
  2.3655125E+10 -1.6980019E+00  2.9554999E+02 
  2.3655563E+10 -1.7090034E+00  2.9557996E+02 
  2.3659041E+10 -1.6910019E+00  2.9568994E+02 
  2.3662518E+10 -1.6850014E+00  2.9576996E+02 
  2.3665996E+10 -1.6790009E+00  2.9581995E+02 
  2.3669473E+10 -1.6840019E+00  2.9591998E+02 
  2.3672951E+10 -1.6840019E+00  2.9596997E+02 
  2.3676428E+10 -1.6770020E+00  2.9606995E+02 
  2.3680340E+10 -1.6760025E+00  2.9625000E+02 
  2.3683817E+10 -1.6700020E+00  2.9625000E+02 
  2.3687295E+10 -1.6590004E+00  2.9634998E+02 
  2.3690772E+10 -1.6530037E+00  2.9634998E+02 
  2.3694250E+10 -1.6580009E+00  2.9644995E+02 
  2.3697727E+10 -1.6520004E+00  2.9651996E+02 
  2.3701205E+10 -1.6450005E+00  2.9662000E+02 
  2.3702073E+10 -1.6400032E+00  2.9662000E+02 
  2.3705551E+10 -1.6390038E+00  2.9666998E+02 
  2.3709028E+10 -1.6390038E+00  2.9675995E+02 
  2.3712506E+10 -1.6440010E+00  2.9683997E+02 
  2.3715983E+10 -1.6380005E+00  2.9685999E+02 
  2.3722721E+10 -1.6430016E+00  2.9695996E+02 
  2.3726199E+10 -1.6360016E+00  2.9707996E+02 
  2.3729676E+10 -1.6310005E+00  2.9709998E+02 
  2.3733154E+10 -1.6300011E+00  2.9717999E+02 
  2.3736631E+10 -1.6240005E+00  2.9717999E+02 
  2.3740109E+10 -1.6180038E+00  2.9726996E+02 
  2.3741850E+10 -1.6180038E+00  2.9728998E+02 
  2.3745327E+10 -1.6290016E+00  2.9731995E+02 
  2.3748805E+10 -1.6170006E+00  2.9737000E+02 
  2.3752282E+10 -1.6170006E+00  2.9738995E+02 
  2.3755760E+10 -1.6110001E+00  2.9741998E+02 
  2.3759237E+10 -1.6160011E+00  2.9750995E+02 
  2.3762715E+10 -1.6210022E+00  2.9756000E+02 
  2.3766192E+10 -1.6040001E+00  2.9760999E+02 
  2.3769670E+10 -1.6100006E+00  2.9760999E+02 
  2.3773147E+10 -1.6090012E+00  2.9770996E+02 
  2.3776625E+10 -1.6040001E+00  2.9769995E+02 
  2.3780102E+10 -1.6030006E+00  2.9775000E+02 
  2.3783580E+10 -1.6020012E+00  2.9784998E+02 
  2.3787057E+10 -1.5910034E+00  2.9788995E+02 
  2.3790535E+10 -1.6020012E+00  2.9784998E+02 
  2.3794012E+10 -1.6070023E+00  2.9793994E+02 
  2.3797490E+10 -1.5960007E+00  2.9798999E+02 
  2.3800967E+10 -1.6010017E+00  2.9798999E+02 
  2.3804445E+10 -1.6010017E+00  2.9798999E+02 
  2.3807922E+10 -1.5950012E+00  2.9806995E+02 
  2.3811400E+10 -1.6010017E+00  2.9808997E+02 
  2.3814877E+10 -1.6000023E+00  2.9812994E+02 
  2.3818355E+10 -1.5940018E+00  2.9817999E+02 
  2.3821832E+10 -1.5890007E+00  2.9812994E+02 
  2.3825310E+10 -1.5890007E+00  2.9817999E+02 
  2.3828353E+10 -1.5990028E+00  2.9825995E+02 
  2.3831831E+10 -1.5940018E+00  2.9825995E+02 
  2.3835308E+10 -1.5940018E+00  2.9822998E+02 
  2.3836611E+10 -1.5940018E+00  2.9827997E+02 
  2.3840088E+10 -1.5880013E+00  2.9825995E+02 
  2.3843566E+10 -1.5930023E+00  2.9837000E+02 
  2.3846609E+10 -1.5880013E+00  2.9832996E+02 
  2.3850086E+10 -1.5870018E+00  2.9837000E+02 
  2.3853564E+10 -1.5870018E+00  2.9841998E+02 
  2.3857041E+10 -1.5870018E+00  2.9841998E+02 
  2.3859651E+10 -1.5920029E+00  2.9844995E+02 
  2.3863128E+10 -1.5920029E+00  2.9850000E+02 
  2.3866606E+10 -1.5920029E+00  2.9850000E+02 
  2.3870083E+10 -1.5800018E+00  2.9856000E+02 
  2.3873561E+10 -1.5860023E+00  2.9856000E+02 
  2.3877038E+10 -1.5970001E+00  2.9856000E+02 
  2.3880516E+10 -1.5920029E+00  2.9856000E+02 
  2.3883993E+10 -1.5910034E+00  2.9860999E+02 
  2.3887471E+10 -1.5860023E+00  2.9860999E+02 
  2.3890948E+10 -1.5970001E+00  2.9860999E+02 
  2.3894426E+10 -1.5960007E+00  2.9868994E+02 
  2.3897903E+10 -1.5900002E+00  2.9868994E+02 
  2.3901381E+10 -1.5840034E+00  2.9875000E+02 
  2.3904858E+10 -1.5840034E+00  2.9879999E+02 
  2.3908336E+10 -1.5840034E+00  2.9879999E+02 
  2.3911813E+10 -1.5840034E+00  2.9882996E+02 
  2.3914856E+10 -1.5840034E+00  2.9877997E+02 
  2.3918334E+10 -1.5780029E+00  2.9882996E+02 
  2.3924204E+10 -1.5840034E+00  2.9882996E+02 
  2.3927681E+10 -1.5720024E+00  2.9891998E+02 
  2.3931159E+10 -1.5780029E+00  2.9887994E+02 
  2.3934636E+10 -1.5830002E+00  2.9893994E+02 
  2.3938114E+10 -1.5780029E+00  2.9891998E+02 
  2.3941591E+10 -1.5600014E+00  2.9900995E+02 
  2.3945069E+10 -1.5660019E+00  2.9901996E+02 
  2.3948546E+10 -1.5660019E+00  2.9901996E+02 
  2.3952024E+10 -1.5660019E+00  2.9900995E+02 
  2.3955501E+10 -1.5650024E+00  2.9906995E+02 
  2.3958979E+10 -1.5650024E+00  2.9906995E+02 
  2.3962456E+10 -1.5540009E+00  2.9910999E+02 
  2.3965934E+10 -1.5590019E+00  2.9913995E+02 
  2.3969411E+10 -1.5650024E+00  2.9910999E+02 
  2.3972889E+10 -1.5590019E+00  2.9915997E+02 
  2.3976366E+10 -1.5530014E+00  2.9915997E+02 
  2.3979844E+10 -1.5470009E+00  2.9920996E+02 
  2.3983321E+10 -1.5530014E+00  2.9926996E+02 
  2.3986799E+10 -1.5470009E+00  2.9926996E+02 
  2.3988101E+10 -1.5580025E+00  2.9926996E+02 
  2.3991579E+10 -1.5580025E+00  2.9929999E+02 
  2.3994950E+10 -1.5580025E+00  2.9934998E+02 
  2.3998427E+10 -1.5520020E+00  2.9937000E+02 
  2.4000598E+10 -1.5460014E+00  2.9939996E+02 
  2.4001032E+10 -1.5520020E+00  2.9938995E+02 
  2.4004510E+10 -1.5460014E+00  2.9939996E+02 
  2.4005382E+10 -1.5520020E+00  2.9939996E+02 
  2.4006685E+10 -1.5340004E+00  2.9945996E+02 
  2.4010162E+10 -1.5340004E+00  2.9948999E+02 
  2.4013640E+10 -1.5340004E+00  2.9948999E+02 
  2.4017117E+10 -1.5390015E+00  2.9953998E+02 
  2.4020595E+10 -1.5340004E+00  2.9953998E+02 
  2.4024072E+10 -1.5220032E+00  2.9957996E+02 
  2.4027550E+10 -1.5220032E+00  2.9957996E+02 
  2.4031027E+10 -1.5220032E+00  2.9962994E+02 
  2.4034505E+10 -1.5160027E+00  2.9967999E+02 
  2.4037982E+10 -1.5160027E+00  2.9971997E+02 
  2.4041460E+10 -1.5100021E+00  2.9965997E+02 
  2.4044937E+10 -1.5160027E+00  2.9971997E+02 
  2.4048415E+10 -1.5100021E+00  2.9971997E+02 
  2.4051892E+10 -1.4930038E+00  2.9971997E+02 
  2.4055370E+10 -1.5040016E+00  2.9976996E+02 
  2.4058847E+10 -1.4930038E+00  2.9978998E+02 
  2.4062325E+10 -1.4980011E+00  2.9981995E+02 
  2.4065802E+10 -1.4980011E+00  2.9976996E+02 
  2.4069280E+10 -1.4920006E+00  2.9981995E+02 
  2.4072757E+10 -1.4980011E+00  2.9981995E+02 
  2.4076235E+10 -1.4810028E+00  2.9987000E+02 
  2.4079876E+10 -1.4860001E+00  2.9987000E+02 
  2.4083354E+10 -1.4810028E+00  2.9987000E+02 
  2.4086831E+10 -1.4750023E+00  2.9990997E+02 
  2.4087265E+10 -1.4810028E+00  2.9987000E+02 
  2.4087704E+10 -1.4750023E+00  2.9990997E+02 
  2.4091181E+10 -1.4640007E+00  2.9990997E+02 
  2.4092918E+10 -1.4750023E+00  2.9990997E+02 
  2.4093352E+10 -1.4810028E+00  2.9987000E+02 
  2.4096829E+10 -1.4690018E+00  2.9990997E+02 
  2.4100307E+10 -1.4690018E+00  2.9990997E+02 
  2.4103784E+10 -1.4690018E+00  2.9990997E+02 
  2.4107262E+10 -1.4690018E+00  2.9990997E+02 
  2.4110305E+10 -1.4580002E+00  2.9990997E+02 
  2.4113783E+10 -1.4580002E+00  2.9990997E+02 
  2.4117260E+10 -1.4580002E+00  2.9990997E+02 
  2.4120738E+10 -1.4580002E+00  2.9990997E+02 
  2.4124215E+10 -1.4590034E+00  2.9984998E+02 
  2.4127693E+10 -1.4530029E+00  2.9984998E+02 
  2.4131170E+10 -1.4590034E+00  2.9979999E+02 
  2.4134648E+10 -1.4420013E+00  2.9984998E+02 
  2.4138125E+10 -1.4480019E+00  2.9976996E+02 
  2.4141603E+10 -1.4530029E+00  2.9979999E+02 
  2.4145080E+10 -1.4590034E+00  2.9981995E+02 
  2.4148558E+10 -1.4590034E+00  2.9976996E+02 
  2.4152035E+10 -1.4540024E+00  2.9971997E+02 
  2.4155513E+10 -1.4540024E+00  2.9976996E+02 
  2.4158990E+10 -1.4490013E+00  2.9965997E+02 
  2.4162468E+10 -1.4430008E+00  2.9971997E+02 
  2.4166380E+10 -1.4660034E+00  2.9965997E+02 
  2.4169857E+10 -1.4600029E+00  2.9960999E+02 
  2.4173335E+10 -1.4610023E+00  2.9957996E+02 
  2.4173769E+10 -1.4550018E+00  2.9960999E+02 
  2.4177246E+10 -1.4610023E+00  2.9956000E+02 
  2.4180707E+10 -1.4500008E+00  2.9952997E+02 
  2.4184173E+10 -1.4500008E+00  2.9952997E+02 
  2.4187638E+10 -1.4550018E+00  2.9952997E+02 
  2.4191099E+10 -1.4560013E+00  2.9943994E+02 
  2.4194564E+10 -1.4570007E+00  2.9937000E+02 
  2.4198029E+10 -1.4620018E+00  2.9937000E+02 
  2.4201495E+10 -1.4630013E+00  2.9925000E+02 
  2.4202027E+10 -1.4630013E+00  2.9925000E+02 
  2.4205505E+10 -1.4640007E+00  2.9919995E+02 
  2.4208982E+10 -1.4700012E+00  2.9913995E+02 
  2.4212460E+10 -1.4750023E+00  2.9913995E+02 
  2.4215937E+10 -1.4760017E+00  2.9900995E+02 
  2.4219415E+10 -1.4870033E+00  2.9903998E+02 
  2.4222892E+10 -1.4830017E+00  2.9889996E+02 
  2.4226370E+10 -1.4830017E+00  2.9881995E+02 
  2.4229847E+10 -1.4890022E+00  2.9884998E+02 
  2.4233325E+10 -1.4900017E+00  2.9872998E+02 
  2.4236802E+10 -1.4840012E+00  2.9870996E+02 
  2.4240280E+10 -1.4960022E+00  2.9856995E+02 
  2.4243757E+10 -1.5030022E+00  2.9846997E+02 
  2.4247235E+10 -1.5090027E+00  2.9841998E+02 
  2.4252178E+10 -1.5210037E+00  2.9832996E+02 
  2.4254349E+10 -1.5270004E+00  2.9819995E+02 
  2.4257827E+10 -1.5280037E+00  2.9813995E+02 
  2.4260436E+10 -1.5450020E+00  2.9806000E+02 
  2.4263913E+10 -1.5400009E+00  2.9800995E+02 
  2.4267825E+10 -1.5470009E+00  2.9787000E+02 
  2.4271303E+10 -1.5640030E+00  2.9772998E+02 
  2.4274780E+10 -1.5480003E+00  2.9767999E+02 
  2.4278258E+10 -1.5660019E+00  2.9753998E+02 
  2.4281735E+10 -1.5660019E+00  2.9748999E+02 
  2.4285213E+10 -1.5780029E+00  2.9734998E+02 
  2.4288690E+10 -1.5850029E+00  2.9725000E+02 
  2.4292168E+10 -1.5860023E+00  2.9710999E+02 
  2.4295645E+10 -1.6030006E+00  2.9700995E+02 
  2.4299123E+10 -1.6160011E+00  2.9683997E+02 
  2.4302604E+10 -1.6170006E+00  2.9673999E+02 
  2.4306082E+10 -1.6280022E+00  2.9664996E+02 
  2.4309559E+10 -1.6410027E+00  2.9650000E+02 
  2.4313037E+10 -1.6470032E+00  2.9635999E+02 
  2.4316514E+10 -1.6480026E+00  2.9622998E+02 
  2.4319992E+10 -1.6600037E+00  2.9608997E+02 
  2.4323469E+10 -1.6730003E+00  2.9595996E+02 
  2.4326947E+10 -1.6900024E+00  2.9584998E+02 
  2.4329118E+10 -1.6910019E+00  2.9575000E+02 
  2.4330858E+10 -1.6980019E+00  2.9552997E+02 
  2.4333902E+10 -1.7040024E+00  2.9552997E+02 
  2.4334336E+10 -1.7150002E+00  2.9552997E+02 
  2.4337814E+10 -1.7210007E+00  2.9537994E+02 
  2.4342811E+10 -1.7340012E+00  2.9515997E+02 
  2.4346288E+10 -1.7470016E+00  2.9488995E+02 
  2.4346722E+10 -1.7470016E+00  2.9493994E+02 
  2.4350200E+10 -1.7590027E+00  2.9475995E+02 
  2.4353677E+10 -1.7770004E+00  2.9459998E+02 
  2.4357155E+10 -1.7950020E+00  2.9438995E+02 
  2.4360632E+10 -1.8080025E+00  2.9419995E+02 
  2.4364110E+10 -1.8250008E+00  2.9406995E+02 
  2.4367587E+10 -1.8270035E+00  2.9387994E+02 
  2.4371065E+10 -1.8450012E+00  2.9369995E+02 
  2.4374542E+10 -1.8570023E+00  2.9350995E+02 
  2.4375415E+10 -1.8630028E+00  2.9342999E+02 
  2.4378892E+10 -1.8810005E+00  2.9327997E+02 
  2.4382370E+10 -1.8880005E+00  2.9309998E+02 
  2.4385847E+10 -1.8950005E+00  2.9287994E+02 
  2.4389325E+10 -1.9180031E+00  2.9264996E+02 
  2.4392802E+10 -1.9310036E+00  2.9250000E+02 
  2.4396280E+10 -1.9440002E+00  2.9221997E+02 
  2.4399757E+10 -1.9670029E+00  2.9204999E+02 
  2.4403235E+10 -1.9850006E+00  2.9177997E+02 
  2.4406712E+10 -1.9920006E+00  2.9163995E+02 
  2.4410190E+10 -2.0040016E+00  2.9141998E+02 
  2.4411492E+10 -2.0210037E+00  2.9131995E+02 
  2.4414970E+10 -2.0340004E+00  2.9113995E+02 
  2.4418447E+10 -2.0470009E+00  2.9082996E+02 
  2.4421925E+10 -2.0650024E+00  2.9059998E+02 
  2.4426926E+10 -2.0950012E+00  2.9025000E+02 
  2.4430404E+10 -2.1120033E+00  2.9006000E+02 
  2.4432574E+10 -2.1300011E+00  2.8984998E+02 
  2.4433009E+10 -2.1200027E+00  2.8984998E+02 
  2.4434315E+10 -2.1310005E+00  2.8970996E+02 
  2.4437793E+10 -2.1490021E+00  2.8952997E+02 
  2.4441270E+10 -2.1620026E+00  2.8925995E+02 
  2.4442573E+10 -2.1730003E+00  2.8917999E+02 
  2.4446050E+10 -2.1970024E+00  2.8894995E+02 
  2.4449528E+10 -2.2370033E+00  2.8858997E+02 
  2.4453005E+10 -2.2500000E+00  2.8829999E+02 
  2.4456483E+10 -2.2840004E+00  2.8806000E+02 
  2.4459960E+10 -2.3180008E+00  2.8776996E+02 
  2.4463438E+10 -2.3410034E+00  2.8753998E+02 
  2.4466915E+10 -2.3710022E+00  2.8714996E+02 
  2.4470393E+10 -2.3890038E+00  2.8689996E+02 
  2.4473870E+10 -2.4230003E+00  2.8657996E+02 
  2.4477348E+10 -2.4680023E+00  2.8626996E+02 
  2.4480825E+10 -2.4920006E+00  2.8588995E+02 
  2.4484303E+10 -2.5200005E+00  2.8566998E+02 
  2.4487780E+10 -2.5440025E+00  2.8527997E+02 
  2.4491258E+10 -2.5990028E+00  2.8489996E+02 
  2.4494735E+10 -2.6180038E+00  2.8456995E+02 
  2.4498213E+10 -2.6620026E+00  2.8423999E+02 
  2.4502505E+10 -2.6970024E+00  2.8376996E+02 
  2.4505983E+10 -2.7410011E+00  2.8341998E+02 
  2.4509460E+10 -2.7810020E+00  2.8297998E+02 
  2.4512938E+10 -2.8200035E+00  2.8258997E+02 
  2.4516415E+10 -2.8540001E+00  2.8220996E+02 
  2.4519025E+10 -2.8820038E+00  2.8191998E+02 
  2.4519459E+10 -2.8880005E+00  2.8181995E+02 
  2.4522936E+10 -2.9230003E+00  2.8137000E+02 
  2.4526414E+10 -2.9670029E+00  2.8092999E+02 
  2.4529891E+10 -3.0070038E+00  2.8038995E+02 
  2.4533369E+10 -3.0470009E+00  2.7987000E+02 
  2.4536846E+10 -3.0910034E+00  2.7937000E+02 
  2.4540324E+10 -3.1420021E+00  2.7876996E+02 
  2.4543801E+10 -3.2030029E+00  2.7806000E+02 
  2.4547283E+10 -3.2640038E+00  2.7731000E+02 
  2.4550760E+10 -3.3350029E+00  2.7656000E+02 
  2.4554238E+10 -3.4010010E+00  2.7579999E+02 
  2.4557715E+10 -3.5750008E+00  2.7379999E+02 
  2.4561193E+10 -5.3380013E+00  2.6444995E+02 
  2.4564670E+10  5.0799999E+00  2.4850998E+02 
  2.4566841E+10  2.3723000E+01  2.3925000E+02 
  2.4570319E+10  2.3969997E+01  2.2797998E+02 
  2.4573796E+10  2.3190998E+01  2.2012997E+02 
  2.4577274E+10  2.2674000E+01  2.1488998E+02 
  2.4580751E+10  2.2350998E+01  2.1159000E+02 
  2.4582926E+10  2.2202000E+01  2.1007999E+02 
  2.4583361E+10  2.2178997E+01  2.0981998E+02 
  2.4584229E+10  2.2128998E+01  2.0931998E+02 
  2.4584663E+10  2.2101997E+01  2.0906998E+02 
  2.4590586E+10  2.1803997E+01  2.0604999E+02 
  2.4591024E+10  2.1786999E+01  2.0582999E+02 
  2.4591458E+10  2.1761997E+01  2.0563998E+02 
  2.4594936E+10  2.1598000E+01  2.0392999E+02 
  2.4597545E+10  2.1476997E+01  2.0267999E+02 
  2.4597979E+10  2.1459000E+01  2.0248999E+02 
  2.4601457E+10  2.1292999E+01  2.0081000E+02 
  2.4604934E+10  2.1115997E+01  1.9904999E+02 
  2.4605802E+10  2.1070000E+01  1.9859000E+02 
  2.4608412E+10  2.0931000E+01  1.9719998E+02 
  2.4611889E+10  2.0767998E+01  1.9553000E+02 
  2.4615367E+10  2.0649998E+01  1.9431998E+02 
  2.4618844E+10  2.0563000E+01  1.9337000E+02 
  2.4620147E+10  2.0536999E+01  1.9310999E+02 
  2.4623624E+10  2.0475998E+01  1.9247998E+02 
  2.4627102E+10  2.0432999E+01  1.9198999E+02 
  2.4630579E+10  2.0392998E+01  1.9160999E+02 
  2.4632754E+10  2.0372997E+01  1.9139999E+02 
  2.4636232E+10  2.0343998E+01  1.9106000E+02 
  2.4639709E+10  2.0317997E+01  1.9078000E+02 
  2.4643080E+10  2.0000000E+00  1.9053998E+02 
  2.4646558E+10  1.9979999E+00  1.9032999E+02 
  2.4650035E+10  1.9959998E+00  1.9012000E+02 
  2.4653513E+10  1.9940000E+00  1.8988998E+02 
  2.4656990E+10  1.9919999E+00  1.8971997E+02 
  2.4660468E+10  1.9909999E+00  1.8957999E+02 
  2.4663945E+10  1.9889998E+00  1.8938998E+02 
  2.4667427E+10  1.9870000E+00  1.8925000E+02 
  2.4670904E+10  1.9859998E+00  1.8912000E+02 
  2.4675955E+10  1.9840000E+00  1.8889999E+02 
  2.4679432E+10  1.9829998E+00  1.8875000E+02 
  2.4682910E+10  1.9809999E+00  1.8862000E+02 
  2.4686391E+10  1.9799998E+00  1.8847998E+02 
  2.4689869E+10  1.9789999E+00  1.8832999E+02 
  2.4691606E+10  1.9779999E+00  1.8828998E+02 
  2.4692040E+10  1.9779999E+00  1.8828998E+02 
  2.4695517E+10  1.9770000E+00  1.8818997E+02 
  2.4698995E+10  1.9759998E+00  1.8806998E+02 
  2.4702472E+10  1.9749999E+00  1.8793997E+02 
  2.4705950E+10  1.9740000E+00  1.8784000E+02 
  2.4709427E+10  1.9729998E+00  1.8773999E+02 
  2.4712909E+10  1.9710000E+00  1.8762000E+02 
  2.4716386E+10  1.9699998E+00  1.8753000E+02 
  2.4719864E+10  1.9699998E+00  1.8744998E+02 
  2.4723341E+10  1.9679999E+00  1.8731000E+02 
  2.4726819E+10  1.9679999E+00  1.8725000E+02 
  2.4730296E+10  1.9659998E+00  1.8714999E+02 
  2.4733774E+10  1.9659998E+00  1.8703998E+02 
  2.4737251E+10  1.9649999E+00  1.8695999E+02 
  2.4740729E+10  1.9640000E+00  1.8687997E+02 
  2.4744206E+10  1.9629998E+00  1.8679999E+02 
  2.4747684E+10  1.9619999E+00  1.8671997E+02 
  2.4751161E+10  1.9610000E+00  1.8662000E+02 
  2.4755507E+10  1.9599998E+00  1.8651999E+02 
  2.4758985E+10  1.9599998E+00  1.8645999E+02 
  2.4762466E+10  1.9589999E+00  1.8637000E+02 
  2.4765944E+10  1.9579999E+00  1.8626999E+02 
  2.4769421E+10  1.9569998E+00  1.8620999E+02 
  2.4772899E+10  1.9559999E+00  1.8610999E+02 
  2.4778981E+10  1.9549999E+00  1.8598999E+02 
  2.4782463E+10  1.9549999E+00  1.8592999E+02 
  2.4785940E+10  1.9540000E+00  1.8584998E+02 
  2.4789418E+10  1.9529998E+00  1.8578998E+02 
  2.4792895E+10  1.9529998E+00  1.8572998E+02 
  2.4796373E+10  1.9519999E+00  1.8564999E+02 
  2.4799850E+10  1.9510000E+00  1.8556998E+02 
  2.4803328E+10  1.9499998E+00  1.8550998E+02 
  2.4806806E+10  1.9499998E+00  1.8544998E+02 
  2.4810283E+10  1.9489999E+00  1.8538998E+02 
  2.4813761E+10  1.9489999E+00  1.8537000E+02 
  2.4817238E+10  1.9489999E+00  1.8532999E+02 
  2.4820716E+10  1.9489999E+00  1.8528998E+02 
  2.4822456E+10  1.9489999E+00  1.8526999E+02 
  2.4825934E+10  1.9480000E+00  1.8522998E+02 
  2.4829411E+10  1.9469998E+00  1.8515997E+02 
  2.4832889E+10  1.9469998E+00  1.8513998E+02 
  2.4836366E+10  1.9469998E+00  1.8512000E+02 
  2.4839844E+10  1.9469998E+00  1.8507999E+02 
  2.4843321E+10  1.9469998E+00  1.8503998E+02 
  2.4846799E+10  1.9459999E+00  1.8497998E+02 
  2.4850276E+10  1.9459999E+00  1.8497998E+02 
  2.4853754E+10  1.9459999E+00  1.8493997E+02 
  2.4857231E+10  1.9449999E+00  1.8487997E+02 
