 TIME (ms)      DELTA_TEMP (K) AVG_TEMP (K)   
  1.0283562E+11 -1.6100006E+00  2.9756000E+02 
  1.0284256E+11 -1.6090012E+00  2.9765997E+02 
  1.0284953E+11 -1.6090012E+00  2.9770996E+02 
  1.0285431E+11 -1.6080017E+00  2.9784998E+02 
  1.0286126E+11 -1.6070023E+00  2.9793994E+02 
  1.0286649E+11 -1.6020012E+00  2.9793994E+02 
  1.0287083E+11 -1.5960007E+00  2.9801996E+02 
  1.0287777E+11 -1.5890007E+00  2.9812994E+02 
  1.0288474E+11 -1.6000023E+00  2.9822998E+02 
  1.0289039E+11 -1.5990028E+00  2.9825995E+02 
  1.0289431E+11 -1.5930023E+00  2.9831995E+02 
  1.0290256E+11 -1.5930023E+00  2.9839996E+02 
  1.0290951E+11 -1.5980034E+00  2.9839996E+02 
  1.0291647E+11 -1.5970001E+00  2.9850000E+02 
  1.0292342E+11 -1.5920029E+00  2.9853998E+02 
  1.0293038E+11 -1.5920029E+00  2.9856000E+02 
  1.0293733E+11 -1.5920029E+00  2.9856000E+02 
  1.0294429E+11 -1.5960007E+00  2.9868994E+02 
  1.0295124E+11 -1.5900002E+00  2.9868994E+02 
  1.0295820E+11 -1.5900002E+00  2.9875000E+02 
  1.0296515E+11 -1.5950012E+00  2.9877997E+02 
  1.0297167E+11 -1.5950012E+00  2.9882996E+02 
  1.0297880E+11 -1.5950012E+00  2.9882996E+02 
  1.0298661E+11 -1.5940018E+00  2.9893994E+02 
  1.0299140E+11 -1.6000023E+00  2.9889996E+02 
  1.0299836E+11 -1.5940018E+00  2.9898999E+02 
  1.0300313E+11 -1.5930023E+00  2.9903998E+02 
  1.0301009E+11 -1.5880013E+00  2.9901996E+02 
  1.0301704E+11 -1.5940018E+00  2.9901996E+02 
  1.0302400E+11 -1.5930023E+00  2.9910999E+02 
  1.0303095E+11 -1.5930023E+00  2.9906995E+02 
  1.0303791E+11 -1.5810013E+00  2.9917999E+02 
  1.0304486E+11 -1.5760002E+00  2.9917999E+02 
  1.0305182E+11 -1.5750008E+00  2.9925995E+02 
  1.0305877E+11 -1.5750008E+00  2.9925995E+02 
  1.0306573E+11 -1.5690002E+00  2.9931995E+02 
  1.0307225E+11 -1.5680008E+00  2.9939996E+02 
  1.0307704E+11 -1.5680008E+00  2.9939996E+02 
  1.0307920E+11 -1.5680008E+00  2.9945996E+02 
  1.0308182E+11 -1.5620003E+00  2.9945996E+02 
  1.0308443E+11 -1.5680008E+00  2.9945996E+02 
  1.0308703E+11 -1.5670013E+00  2.9953998E+02 
  1.0308877E+11 -1.5620003E+00  2.9953998E+02 
  1.0309181E+11 -1.5680008E+00  2.9950995E+02 
  1.0309311E+11 -1.5620003E+00  2.9953998E+02 
  1.0310007E+11 -1.5560036E+00  2.9957996E+02 
  1.0310704E+11 -1.5670013E+00  2.9958997E+02 
  1.0311398E+11 -1.5670013E+00  2.9964996E+02 
  1.0312093E+11 -1.5490036E+00  2.9972998E+02 
  1.0312789E+11 -1.5380020E+00  2.9972998E+02 
  1.0313484E+11 -1.5370026E+00  2.9983997E+02 
  1.0314180E+11 -1.5370026E+00  2.9987000E+02 
  1.0314875E+11 -1.5300026E+00  2.9997998E+02 
  1.0315398E+11 -1.5250015E+00  2.9997998E+02 
  1.0315832E+11 -1.5190010E+00  3.0000995E+02 
  1.0316310E+11 -1.5130005E+00  3.0006000E+02 
  1.0317005E+11 -1.5070038E+00  3.0006000E+02 
  1.0317701E+11 -1.5070038E+00  3.0012000E+02 
  1.0318396E+11 -1.4950027E+00  3.0019995E+02 
  1.0319092E+11 -1.4890022E+00  3.0025000E+02 
  1.0319787E+11 -1.4830017E+00  3.0026996E+02 
  1.0320483E+11 -1.4780006E+00  3.0025000E+02 
  1.0321178E+11 -1.4780006E+00  3.0031000E+02 
  1.0321689E+11 -1.4770012E+00  3.0033997E+02 
  1.0322341E+11 -1.4830017E+00  3.0035999E+02 
  1.0323037E+11 -1.4600029E+00  3.0038995E+02 
  1.0323732E+11 -1.4550018E+00  3.0031000E+02 
  1.0324168E+11 -1.4550018E+00  3.0031000E+02 
  1.0325167E+11 -1.4600029E+00  3.0033997E+02 
  1.0325862E+11 -1.4440002E+00  3.0033997E+02 
  1.0326558E+11 -1.4440002E+00  3.0031000E+02 
  1.0327253E+11 -1.4440002E+00  3.0031000E+02 
  1.0327949E+11 -1.4500008E+00  3.0025000E+02 
  1.0328644E+11 -1.4510002E+00  3.0016998E+02 
  1.0329340E+11 -1.4390030E+00  3.0016998E+02 
  1.0330035E+11 -1.4570007E+00  3.0009998E+02 
  1.0330731E+11 -1.4510002E+00  3.0006000E+02 
  1.0331426E+11 -1.4520035E+00  2.9991998E+02 
  1.0331949E+11 -1.4530029E+00  2.9981995E+02 
  1.0332643E+11 -1.4640007E+00  2.9981995E+02 
  1.0333340E+11 -1.4600029E+00  2.9964996E+02 
  1.0334034E+11 -1.4670029E+00  2.9953998E+02 
  1.0334731E+11 -1.4730034E+00  2.9939996E+02 
  1.0335209E+11 -1.4790001E+00  2.9934998E+02 
  1.0335904E+11 -1.4860001E+00  2.9925000E+02 
  1.0336600E+11 -1.4870033E+00  2.9910999E+02 
  1.0337295E+11 -1.5000000E+00  2.9887000E+02 
  1.0337991E+11 -1.5120010E+00  2.9877997E+02 
  1.0338686E+11 -1.5250015E+00  2.9853998E+02 
  1.0339382E+11 -1.5310020E+00  2.9843994E+02 
  1.0340077E+11 -1.5440025E+00  2.9820996E+02 
  1.0340773E+11 -1.5630035E+00  2.9793994E+02 
  1.0341468E+11 -1.5750008E+00  2.9775000E+02 
  1.0342164E+11 -1.5830002E+00  2.9746997E+02 
  1.0342728E+11 -1.6070023E+00  2.9731995E+02 
  1.0343250E+11 -1.6190033E+00  2.9709998E+02 
  1.0343511E+11 -1.6200027E+00  2.9704999E+02 
  1.0343816E+11 -1.6260033E+00  2.9690997E+02 
  1.0344337E+11 -1.6450005E+00  2.9671997E+02 
  1.0344641E+11 -1.6510010E+00  2.9662000E+02 
  1.0345120E+11 -1.6580009E+00  2.9642999E+02 
  1.0345814E+11 -1.6880035E+00  2.9610999E+02 
  1.0346511E+11 -1.7020035E+00  2.9578998E+02 
  1.0347205E+11 -1.7260017E+00  2.9550000E+02 
  1.0347902E+11 -1.7560005E+00  2.9517999E+02 
  1.0348596E+11 -1.7750015E+00  2.9485999E+02 
  1.0349293E+11 -1.8000031E+00  2.9448999E+02 
  1.0349987E+11 -1.8360023E+00  2.9407996E+02 
  1.0350466E+11 -1.8490028E+00  2.9384998E+02 
  1.0350944E+11 -1.8670006E+00  2.9357996E+02 
  1.0351639E+11 -1.8980026E+00  2.9320996E+02 
  1.0352117E+11 -1.9170036E+00  2.9289996E+02 
  1.0352814E+11 -1.9520035E+00  2.9252997E+02 
  1.0353335E+11 -1.9770012E+00  2.9216998E+02 
  1.0354074E+11 -2.0130005E+00  2.9175000E+02 
  1.0354770E+11 -2.0380020E+00  2.9131000E+02 
  1.0355465E+11 -2.0740013E+00  2.9075995E+02 
  1.0356171E+11 -2.1110001E+00  2.9026996E+02 
  1.0356867E+11 -2.1420021E+00  2.8976996E+02 
  1.0357562E+11 -2.1780014E+00  2.8927997E+02 
  1.0358258E+11 -2.2140007E+00  2.8875995E+02 
  1.0358953E+11 -2.2770004E+00  2.8821997E+02 
  1.0360606E+11 -2.4110031E+00  2.8671997E+02 
  1.0361301E+11 -2.4690018E+00  2.8615997E+02 
  1.0361997E+11 -2.5260010E+00  2.8553998E+02 
  1.0362692E+11 -2.6050034E+00  2.8481000E+02 
  1.0363388E+11 -2.6790009E+00  2.8409998E+02 
  1.0364083E+11 -2.7530022E+00  2.8331000E+02 
  1.0364779E+11 -2.8100014E+00  2.8256995E+02 
  1.0365474E+11 -2.9050026E+00  2.8167999E+02 
  1.0366170E+11 -2.9890022E+00  2.8073999E+02 
  1.0366865E+11 -3.0840034E+00  2.7962994E+02 
  1.0367561E+11 -3.1950035E+00  2.7835999E+02 
  1.0368256E+11 -3.3440018E+00  2.7672998E+02 
  1.0368821E+11 -3.5230026E+00  2.7470996E+02 
  1.0369506E+11  2.5699997E-01  2.5150000E+02 
  1.0370212E+11  2.3697998E+01  2.2528000E+02 
  1.0371211E+11  2.2348000E+01  2.1166998E+02 
  1.0371908E+11  2.1980000E+01  2.0787997E+02 
  1.0372602E+11  2.1653000E+01  2.0456000E+02 
  1.0373299E+11  2.1327999E+01  2.0128000E+02 
  1.0373993E+11  2.0985996E+01  1.9779999E+02 
  1.0374690E+11  2.0717999E+01  1.9504999E+02 
  1.0375168E+11  2.0603996E+01  1.9388998E+02 
  1.0375863E+11  2.0501999E+01  1.9275000E+02 
  1.0376559E+11  2.0432999E+01  1.9206000E+02 
  1.0377254E+11  2.0375999E+01  1.9150998E+02 
  1.0377950E+11  2.0338997E+01  1.9106000E+02 
  1.0378645E+11  2.0299000E+01  1.9065997E+02 
  1.0379384E+11  2.0265999E+01  1.9031998E+02 
  1.0380080E+11  2.0231998E+01  1.9000998E+02 
  1.0380514E+11  2.0211998E+01  1.8979999E+02 
  1.0381210E+11  2.0189999E+01  1.8953000E+02 
  1.0381905E+11  2.0161999E+01  1.8925998E+02 
  1.0382644E+11  2.0133999E+01  1.8903000E+02 
  1.0383340E+11  2.0112000E+01  1.8878000E+02 
  1.0384035E+11  2.0089996E+01  1.8854999E+02 
  1.0384731E+11  2.0072998E+01  1.8831998E+02 
  1.0385428E+11  2.0053997E+01  1.8815997E+02 
  1.0386122E+11  2.0035000E+01  1.8800000E+02 
  1.0386819E+11  2.0012997E+01  1.8778998E+02 
  1.0387513E+11  1.9995998E+01  1.8760999E+02 
  1.0388210E+11  1.9980000E+01  1.8741998E+02 
  1.0388731E+11  1.9968998E+01  1.8729999E+02 
  1.0389209E+11  1.9954998E+01  1.8721997E+02 
  1.0389904E+11  1.9943996E+01  1.8706000E+02 
  1.0390600E+11  1.9924999E+01  1.8688998E+02 
  1.0391295E+11  1.9911999E+01  1.8676999E+02 
  1.0391991E+11  1.9897999E+01  1.8662997E+02 
  1.0392687E+11  1.9883999E+01  1.8648999E+02 
  1.0393382E+11  1.9870998E+01  1.8637000E+02 
  1.0394295E+11  1.9855000E+01  1.8617999E+02 
  1.0394991E+11  1.9843998E+01  1.8606000E+02 
  1.0395686E+11  1.9829998E+01  1.8595999E+02 
  1.0396382E+11  1.9820000E+01  1.8587997E+02 
  1.0397077E+11  1.9806999E+01  1.8584000E+02 
  1.0397773E+11  1.9799000E+01  1.8575998E+02 
  1.0398468E+11  1.9786999E+01  1.8571997E+02 
  1.0398946E+11  1.9780998E+01  1.8562997E+02 
  1.0399811E+11  1.9765999E+01  1.8554999E+02 
  1.0400506E+11  1.9757999E+01  1.8548999E+02 
  1.0401202E+11  1.9746998E+01  1.8542999E+02 
  1.0402028E+11  1.9739998E+01  1.8537000E+02 
  1.0402723E+11  1.9728996E+01  1.8531000E+02 
  1.0403245E+11  1.9721996E+01  1.8526999E+02 
  1.0403940E+11  1.9716000E+01  1.8521997E+02 
  1.0404636E+11  1.9702999E+01  1.8513998E+02 
  1.0405331E+11  1.9697998E+01  1.8507999E+02 
  1.0406027E+11  1.9689999E+01  1.8503998E+02 
  1.0406722E+11  1.9679996E+01  1.8497998E+02 
  1.0407418E+11  1.9672997E+01  1.8493997E+02 
  1.0408113E+11  1.9661999E+01  1.8487997E+02 
  1.0408809E+11  1.9654999E+01  1.8481998E+02 
  1.0409504E+11  1.9646999E+01  1.8479999E+02 
  1.0410200E+11  1.9639000E+01  1.8473999E+02 
  1.0410897E+11  1.9632000E+01  1.8466998E+02 
  1.0411591E+11  1.9623997E+01  1.8463998E+02 
  1.0412288E+11  1.9618999E+01  1.8459000E+02 
  1.0412982E+11  1.9612999E+01  1.8450998E+02 
  1.0413505E+11  1.9605999E+01  1.8453000E+02 
  1.0413808E+11  1.9602997E+01  1.8448999E+02 
  1.0414244E+11  1.9598000E+01  1.8444998E+02 
  1.0414678E+11  1.9592999E+01  1.8442999E+02 
  1.0415199E+11  1.9587997E+01  1.8440997E+02 
  1.0415373E+11  1.9587997E+01  1.8438998E+02 
  1.0415722E+11  1.9582996E+01  1.8434998E+02 
  1.0416025E+11  1.9582996E+01  1.8437000E+02 
  1.0416656E+11  1.9577999E+01  1.8434998E+02 
  1.0417352E+11  1.9577999E+01  1.8432999E+02 
  1.0418047E+11  1.9572998E+01  1.8431000E+02 
  1.0418743E+11  1.9570000E+01  1.8428000E+02 
  1.0419177E+11  1.9567997E+01  1.8428000E+02 
  1.0419569E+11  1.9565998E+01  1.8428000E+02 
  1.0420263E+11  1.9563000E+01  1.8425998E+02 
  1.0421002E+11  1.9559998E+01  1.8423999E+02 
  1.0421699E+11  1.9559998E+01  1.8421997E+02 
  1.0422177E+11  1.9554996E+01  1.8421997E+02 
  1.0422872E+11  1.9549999E+01  1.8419998E+02 
  1.0423568E+11  1.9549999E+01  1.8416998E+02 
  1.0424263E+11  1.9547997E+01  1.8414999E+02 
  1.0424959E+11  1.9544998E+01  1.8414999E+02 
  1.0425437E+11  1.9544998E+01  1.8410999E+02 
  1.0426132E+11  1.9539997E+01  1.8412997E+02 
  1.0426828E+11  1.9537998E+01  1.8414999E+02 
  1.0427523E+11  1.9532997E+01  1.8412997E+02 
  1.0428219E+11  1.9532997E+01  1.8409000E+02 
  1.0428871E+11  1.9532997E+01  1.8406998E+02 
  1.0429566E+11  1.9528000E+01  1.8403998E+02 
  1.0430131E+11  1.9524998E+01  1.8403998E+02 
  1.0430828E+11  1.9522999E+01  1.8401999E+02 
  1.0431522E+11  1.9522999E+01  1.8401999E+02 
  1.0432219E+11  1.9519997E+01  1.8400000E+02 
  1.0432913E+11  1.9517998E+01  1.8400000E+02 
  1.0433610E+11  1.9512997E+01  1.8397998E+02 
  1.0434306E+11  1.9509998E+01  1.8395999E+02 
  1.0435001E+11  1.9512997E+01  1.8395999E+02 
  1.0435697E+11  1.9507999E+01  1.8392999E+02 
  1.0436392E+11  1.9504997E+01  1.8392999E+02 
  1.0437088E+11  1.9502998E+01  1.8390997E+02 
  1.0437783E+11  1.9500000E+01  1.8390997E+02 
  1.0438479E+11  1.9496998E+01  1.8387000E+02 
  1.0439174E+11  1.9494999E+01  1.8387000E+02 
  1.0439870E+11  1.9492996E+01  1.8387000E+02 
  1.0440478E+11  1.9489998E+01  1.8387000E+02 
  1.0441043E+11  1.9492996E+01  1.8384998E+02 
  1.0441739E+11  1.9489998E+01  1.8381998E+02 
  1.0442434E+11  1.9487999E+01  1.8381998E+02 
  1.0442896E+11  1.9484997E+01  1.8379999E+02 
  1.0443592E+11  1.9480000E+01  1.8379999E+02 
  1.0444287E+11  1.9480000E+01  1.8379999E+02 
  1.0444984E+11  1.9477997E+01  1.8378000E+02 
  1.0445418E+11  1.9477997E+01  1.8378000E+02 
  1.0446114E+11  1.9474998E+01  1.8375998E+02 
  1.0446809E+11  1.9469997E+01  1.8373999E+02 
  1.0447505E+11  1.9473000E+01  1.8373999E+02 
  1.0448200E+11  1.9469997E+01  1.8371997E+02 
  1.0448896E+11  1.9467999E+01  1.8371997E+02 
  1.0449591E+11  1.9467999E+01  1.8371997E+02 
  1.0450287E+11  1.9466999E+01  1.8368997E+02 
  1.0450982E+11  1.9466999E+01  1.8368997E+02 
  1.0451678E+11  1.9466999E+01  1.8366998E+02 
  1.0452373E+11  1.9466999E+01  1.8366998E+02 
  1.0453069E+11  1.9466999E+01  1.8366998E+02 
  1.0453764E+11  1.9466999E+01  1.8364999E+02 
  1.0454416E+11  1.9466999E+01  1.8364999E+02 
  1.0454807E+11  1.9466999E+01  1.8362997E+02 
  1.0455504E+11  1.9466999E+01  1.8362997E+02 
  1.0456198E+11  1.9466999E+01  1.8362997E+02 
  1.0456895E+11  1.9466999E+01  1.8360999E+02 
  1.0457938E+11  1.9466999E+01  1.8360999E+02 
  1.0458633E+11  1.9466000E+01  1.8356000E+02 
  1.0459329E+11  1.9466000E+01  1.8356000E+02 
  1.0460122E+11  1.9466000E+01  1.8356000E+02 
  1.0460514E+11  1.9466000E+01  1.8356000E+02 
  1.0461035E+11  1.9466000E+01  1.8353998E+02 
  1.0461731E+11  1.9466000E+01  1.8353998E+02 
  1.0462426E+11  1.9466000E+01  1.8351999E+02 
  1.0463425E+11  1.9466000E+01  1.8351999E+02 
  1.0464122E+11  1.9466000E+01  1.8351999E+02 
  1.0464816E+11  1.9466000E+01  1.8350000E+02 
  1.0465513E+11  1.9466000E+01  1.8346997E+02 
  1.0466207E+11  1.9466000E+01  1.8346997E+02 
  1.0466904E+11  1.9464996E+01  1.8344998E+02 
  1.0467600E+11  1.9466000E+01  1.8346997E+02 
  1.0468295E+11  1.9464996E+01  1.8344998E+02 
  1.0468991E+11  1.9464996E+01  1.8344998E+02 
  1.0469686E+11  1.9464996E+01  1.8342999E+02 
  1.0470382E+11  1.9464996E+01  1.8342999E+02 
  1.0471077E+11  1.9464996E+01  1.8342999E+02 
  1.0471773E+11  1.9464996E+01  1.8340997E+02 
  1.0472468E+11  1.9464996E+01  1.8338998E+02 
  1.0473164E+11  1.9464996E+01  1.8340997E+02 
  1.0473859E+11  1.9464996E+01  1.8338998E+02 
  1.0474555E+11  1.9464996E+01  1.8338998E+02 
  1.0475250E+11  1.9463997E+01  1.8334000E+02 
  1.0475946E+11  1.9464996E+01  1.8335999E+02 
  1.0476641E+11  1.9463997E+01  1.8334000E+02 
  1.0477522E+11  1.9463997E+01  1.8334000E+02 
  1.0478217E+11  1.9463997E+01  1.8334000E+02 
  1.0478913E+11  1.9463997E+01  1.8331998E+02 
  1.0479608E+11  1.9463997E+01  1.8331998E+02 
  1.0480304E+11  1.9463997E+01  1.8329999E+02 
  1.0480999E+11  1.9463997E+01  1.8329999E+02 
  1.0481695E+11  1.9463997E+01  1.8329999E+02 
  1.0482390E+11  1.9463997E+01  1.8329999E+02 
  1.0483086E+11  1.9463997E+01  1.8328000E+02 
  1.0483781E+11  1.9463997E+01  1.8325998E+02 
  1.0484477E+11  1.9463997E+01  1.8325998E+02 
  1.0485173E+11  1.9463997E+01  1.8325998E+02 
  1.0485868E+11  1.9463997E+01  1.8325998E+02 
  1.0486564E+11  1.9463997E+01  1.8322998E+02 
  1.0487259E+11  1.9463997E+01  1.8322998E+02 
  1.0487955E+11  1.9462997E+01  1.8320999E+02 
  1.0488390E+11  1.9462997E+01  1.8320999E+02 
  1.0489086E+11  1.9462997E+01  1.8320999E+02 
  1.0489781E+11  1.9462997E+01  1.8320999E+02 
  1.0490477E+11  1.9462997E+01  1.8320999E+02 
  1.0491345E+11  1.9462997E+01  1.8318997E+02 
  1.0492042E+11  1.9462997E+01  1.8316998E+02 
  1.0492736E+11  1.9462997E+01  1.8316998E+02 
  1.0493433E+11  1.9462997E+01  1.8314999E+02 
  1.0494127E+11  1.9462997E+01  1.8314999E+02 
  1.0494824E+11  1.9462997E+01  1.8314999E+02 
  1.0495518E+11  1.9462997E+01  1.8314999E+02 
  1.0496215E+11  1.9462997E+01  1.8312000E+02 
  1.0496909E+11  1.9462997E+01  1.8312000E+02 
  1.0497997E+11  1.9462997E+01  1.8312000E+02 
  1.0498692E+11  1.9462997E+01  1.8312000E+02 
  1.0499388E+11  1.9462997E+01  1.8312000E+02 
  1.0500083E+11  1.9462997E+01  1.8312000E+02 
  1.0500779E+11  1.9462997E+01  1.8312000E+02 
  1.0501474E+11  1.9462997E+01  1.8316998E+02 
  1.0502170E+11  1.9463997E+01  1.8322998E+02 
  1.0503120E+11  1.9464996E+01  1.8338998E+02 
  1.0503817E+11  2.0628998E+01  1.9394998E+02 
  1.0504511E+11 -3.3750000E+00  2.7595996E+02 
  1.0505208E+11 -3.0820007E+00  2.7923999E+02 
  1.0505816E+11 -3.0240021E+00  2.8010999E+02 
  1.0506034E+11 -3.0070038E+00  2.8040997E+02 
  1.0506643E+11 -2.9500008E+00  2.8107996E+02 
  1.0507338E+11 -2.8880005E+00  2.8188995E+02 
  1.0508034E+11 -2.8150024E+00  2.8264996E+02 
  1.0508381E+11 -2.7660027E+00  2.8294995E+02 
  1.0509076E+11 -2.7090034E+00  2.8358997E+02 
  1.0509772E+11 -2.6520004E+00  2.8423999E+02 
  1.0510467E+11 -2.6000023E+00  2.8483997E+02 
  1.0511163E+11 -2.5430031E+00  2.8537994E+02 
  1.0511858E+11 -2.4970016E+00  2.8595996E+02 
  1.0512554E+11 -2.4350014E+00  2.8642999E+02 
  1.0513249E+11 -2.4040031E+00  2.8694995E+02 
  1.0513511E+11 -2.3660011E+00  2.8713995E+02 
  1.0514206E+11 -2.3410034E+00  2.8760999E+02 
  1.0514815E+11 -2.3050003E+00  2.8803998E+02 
  1.0515510E+11 -2.2530022E+00  2.8852997E+02 
  1.0516206E+11 -2.2130013E+00  2.8892999E+02 
  1.0516901E+11 -2.1560020E+00  2.8933997E+02 
  1.0517597E+11 -2.1150017E+00  2.8972998E+02 
  1.0518292E+11 -2.0850029E+00  2.9012994E+02 
  1.0518988E+11 -2.0600014E+00  2.9052997E+02 
  1.0519683E+11 -2.0300026E+00  2.9089996E+02 
  1.0520379E+11 -2.0050011E+00  2.9128998E+02 
  1.0520814E+11 -1.9870033E+00  2.9148999E+02 
  1.0520943E+11 -1.9870033E+00  2.9151996E+02 
  1.0521548E+11 -1.9680023E+00  2.9183997E+02 
  1.0522242E+11 -1.9380035E+00  2.9219995E+02 
  1.0522939E+11 -1.9250031E+00  2.9246997E+02 
  1.0523633E+11 -1.8960037E+00  2.9275000E+02 
  1.0524285E+11 -1.8830032E+00  2.9301996E+02 
  1.0524982E+11 -1.8640022E+00  2.9332996E+02 
  1.0525676E+11 -1.8560028E+00  2.9362000E+02 
  1.0526373E+11 -1.8320007E+00  2.9384998E+02 
  1.0527067E+11 -1.8140030E+00  2.9402997E+02 
  1.0527764E+11 -1.8070030E+00  2.9434998E+02 
  1.0528458E+11 -1.7880020E+00  2.9456995E+02 
  1.0529155E+11 -1.7870026E+00  2.9475995E+02 
  1.0529849E+11 -1.7520027E+00  2.9495996E+02 
  1.0530546E+11 -1.7510033E+00  2.9517999E+02 
  1.0531240E+11 -1.7380028E+00  2.9535999E+02 
  1.0531937E+11 -1.7260017E+00  2.9554999E+02 
  1.0532197E+11 -1.7200012E+00  2.9559998E+02 
  1.0532892E+11 -1.7070007E+00  2.9578998E+02 
  1.0533588E+11 -1.7110023E+00  2.9600995E+02 
  1.0534283E+11 -1.7000008E+00  2.9606000E+02 
  1.0534979E+11 -1.6980019E+00  2.9627997E+02 
  1.0535674E+11 -1.6810036E+00  2.9634998E+02 
  1.0536370E+11 -1.6850014E+00  2.9647998E+02 
  1.0537414E+11 -1.6670036E+00  2.9671997E+02 
  1.0538017E+11 -1.6720009E+00  2.9681000E+02 
  1.0538711E+11 -1.6710014E+00  2.9690997E+02 
  1.0539408E+11 -1.6640015E+00  2.9700995E+02 
  1.0540102E+11 -1.6530037E+00  2.9704999E+02 
  1.0541325E+11 -1.6510010E+00  2.9728998E+02 
  1.0542019E+11 -1.6510010E+00  2.9737000E+02 
  1.0542716E+11 -1.6450005E+00  2.9741998E+02 
  1.0543410E+11 -1.6500015E+00  2.9746997E+02 
  1.0544107E+11 -1.6440010E+00  2.9756000E+02 
  1.0544801E+11 -1.6430016E+00  2.9764996E+02 
  1.0545498E+11 -1.6370010E+00  2.9769995E+02 
  1.0546192E+11 -1.6420021E+00  2.9779999E+02 
  1.0546931E+11 -1.6470032E+00  2.9779999E+02 
  1.0547410E+11 -1.6410027E+00  2.9793994E+02 
  1.0548106E+11 -1.6350021E+00  2.9793994E+02 
  1.0548801E+11 -1.6460037E+00  2.9798999E+02 
  1.0549497E+11 -1.6400032E+00  2.9798999E+02 
  1.0550192E+11 -1.6400032E+00  2.9803998E+02 
  1.0550888E+11 -1.6340027E+00  2.9812994E+02 
  1.0551583E+11 -1.6390038E+00  2.9815997E+02 
  1.0552279E+11 -1.6270027E+00  2.9822998E+02 
  1.0552974E+11 -1.6390038E+00  2.9820996E+02 
  1.0553670E+11 -1.6330032E+00  2.9825995E+02 
  1.0554365E+11 -1.6380005E+00  2.9825995E+02 
  1.0555061E+11 -1.6430016E+00  2.9831995E+02 
  1.0555756E+11 -1.6370010E+00  2.9837000E+02 
  1.0556452E+11 -1.6320038E+00  2.9841998E+02 
  1.0557017E+11 -1.6310005E+00  2.9844995E+02 
  1.0557712E+11 -1.6360016E+00  2.9850000E+02 
  1.0558408E+11 -1.6310005E+00  2.9850000E+02 
  1.0559103E+11 -1.6360016E+00  2.9850000E+02 
  1.0559799E+11 -1.6300011E+00  2.9860999E+02 
  1.0560494E+11 -1.6250000E+00  2.9858997E+02 
  1.0561190E+11 -1.6240005E+00  2.9863995E+02 
  1.0561885E+11 -1.6290016E+00  2.9875000E+02 
  1.0562581E+11 -1.6120033E+00  2.9879999E+02 
  1.0563846E+11 -1.6230011E+00  2.9879999E+02 
  1.0564542E+11 -1.6060028E+00  2.9887994E+02 
  1.0565237E+11 -1.6110001E+00  2.9893994E+02 
  1.0565933E+11 -1.6050034E+00  2.9898999E+02 
  1.0566628E+11 -1.5990028E+00  2.9901996E+02 
  1.0566759E+11 -1.5940018E+00  2.9901996E+02 
  1.0567454E+11 -1.5940018E+00  2.9901996E+02 
  1.0568150E+11 -1.5810013E+00  2.9915997E+02 
  1.0568845E+11 -1.5810013E+00  2.9920996E+02 
  1.0569541E+11 -1.5750008E+00  2.9920996E+02 
  1.0570236E+11 -1.5640030E+00  2.9929999E+02 
  1.0570932E+11 -1.5580025E+00  2.9925995E+02 
  1.0571627E+11 -1.5570030E+00  2.9939996E+02 
  1.0572323E+11 -1.5510025E+00  2.9945996E+02 
  1.0573018E+11 -1.5510025E+00  2.9953998E+02 
  1.0573714E+11 -1.5390015E+00  2.9953998E+02 
  1.0574235E+11 -1.5390015E+00  2.9953998E+02 
  1.0574932E+11 -1.5390015E+00  2.9953998E+02 
  1.0575626E+11 -1.5280037E+00  2.9958997E+02 
  1.0576323E+11 -1.5160027E+00  2.9967999E+02 
  1.0577017E+11 -1.5220032E+00  2.9967999E+02 
  1.0577714E+11 -1.5100021E+00  2.9972998E+02 
  1.0578408E+11 -1.5100021E+00  2.9967999E+02 
  1.0579105E+11 -1.5050011E+00  2.9962994E+02 
  1.0579799E+11 -1.5110016E+00  2.9962994E+02 
  1.0580496E+11 -1.4940033E+00  2.9958997E+02 
  1.0580751E+11 -1.5110016E+00  2.9958997E+02 
  1.0581446E+11 -1.5050011E+00  2.9958997E+02 
  1.0582142E+11 -1.5000000E+00  2.9953998E+02 
  1.0582837E+11 -1.4950027E+00  2.9953998E+02 
  1.0583402E+11 -1.4890022E+00  2.9953998E+02 
  1.0584098E+11 -1.4900017E+00  2.9943994E+02 
  1.0584793E+11 -1.4950027E+00  2.9943994E+02 
  1.0585489E+11 -1.4960022E+00  2.9929999E+02 
  1.0586184E+11 -1.5030022E+00  2.9920996E+02 
  1.0586880E+11 -1.5030022E+00  2.9915997E+02 
  1.0587575E+11 -1.5090027E+00  2.9906000E+02 
  1.0588271E+11 -1.5210037E+00  2.9896997E+02 
  1.0588966E+11 -1.5220032E+00  2.9882996E+02 
  1.0589662E+11 -1.5230026E+00  2.9872998E+02 
  1.0590357E+11 -1.5300026E+00  2.9858997E+02 
  1.0591053E+11 -1.5360031E+00  2.9850000E+02 
  1.0591748E+11 -1.5540009E+00  2.9834998E+02 
  1.0592444E+11 -1.5610008E+00  2.9812994E+02 
  1.0593139E+11 -1.5740013E+00  2.9796997E+02 
  1.0593662E+11 -1.5800018E+00  2.9782996E+02 
  1.0594356E+11 -1.5980034E+00  2.9764996E+02 
  1.0595053E+11 -1.5950012E+00  2.9741998E+02 
  1.0595313E+11 -1.6010017E+00  2.9737000E+02 
