time                     TG21A    TG21B  TG21avg   DTH21   DTL21 
1975-106T22:07:41.680  173.450  192.977  183.213  -2.018 -19.527 
1975-106T22:14:56.392  173.428  192.955  183.192  -2.018 -19.527 
1975-106T22:22:11.104  173.428  192.955  183.192  -2.018 -19.527 
1975-106T22:29:25.816  173.428  192.955  183.192  -2.018 -19.527 
1975-106T22:36:40.528  173.450  192.977  183.213  -2.018 -19.527 
1975-106T22:43:55.239  173.450  192.977  183.213  -2.018 -19.527 
1975-106T22:51:09.948  173.450  192.977  183.213  -2.018 -19.527 
1975-106T22:58:24.660  173.428  192.955  183.192  -2.018 -19.527 
1975-106T23:05:39.372  173.428  192.955  183.192  -2.018 -19.527 
1975-106T23:12:54.082  173.428  192.955  183.192  -2.018 -19.527 
1975-106T23:20:08.796  173.450  192.977  183.213  -2.018 -19.527 
1975-106T23:27:23.508  173.428  192.955  183.192  -2.018 -19.527 
1975-106T23:34:38.217  173.428  192.955  183.192  -2.018 -19.527 
1975-106T23:41:52.929  173.428  192.955  183.192  -2.018 -19.527 
1975-106T23:49:07.642  173.428  192.955  183.192  -2.018 -19.527 
1975-107T00:03:37.067  173.406  192.933  183.170  -2.018 -19.527 
1975-107T00:10:51.778  173.450  192.977  183.213  -2.019 -19.527 
1975-107T00:18:06.490  173.428  192.955  183.192  -2.018 -19.527 
1975-107T00:25:21.201  173.406  192.933  183.170  -2.018 -19.527 
1975-107T00:32:35.912  173.406  192.933  183.170  -2.018 -19.527 
1975-107T00:39:50.623  173.406  192.933  183.170  -2.018 -19.527 
1975-107T00:47:05.333  173.450  192.977  183.213  -2.019 -19.527 
1975-107T00:54:20.045  173.428  192.955  183.192  -2.018 -19.527 
1975-107T01:01:34.757  173.428  192.955  183.192  -2.018 -19.527 
1975-107T01:08:49.467  173.428  192.955  183.192  -2.018 -19.527 
1975-107T01:16:04.179  173.406  192.933  183.170  -2.018 -19.527 
1975-107T01:23:18.890  173.428  192.955  183.192  -2.018 -19.527 
1975-107T01:30:33.601  173.406  192.933  183.170  -2.018 -19.527 
1975-107T01:37:48.313  173.406  192.933  183.170  -2.018 -19.527 
1975-107T01:45:03.024  173.406  192.933  183.170  -2.018 -19.527 
1975-107T01:52:17.735  173.428  192.955  183.192  -2.018 -19.527 
1975-107T01:59:32.447  173.406  192.933  183.170  -2.018 -19.527 
1975-107T02:06:47.158  173.428  192.955  183.192  -2.018 -19.527 
1975-107T02:14:01.869  173.428  192.955  183.192  -2.018 -19.527 
1975-107T02:21:16.581  173.406  192.933  183.170  -2.018 -19.527 
1975-107T02:28:31.292  173.428  192.955  183.192  -2.018 -19.527 
1975-107T02:35:46.004  173.428  192.955  183.192  -2.018 -19.527 
1975-107T02:43:00.716  173.406  192.933  183.170  -2.018 -19.527 
1975-107T02:50:15.426  173.428  192.955  183.192  -2.018 -19.527 
1975-107T02:57:30.138  173.406  192.933  183.170  -2.018 -19.527 
1975-107T03:04:44.850  173.428  192.955  183.192  -2.018 -19.527 
1975-107T03:11:59.561  173.406  192.933  183.170  -2.018 -19.527 
1975-107T03:19:14.272  173.428  192.955  183.192  -2.018 -19.527 
1975-107T03:26:28.985  173.406  192.933  183.170  -2.018 -19.527 
1975-107T03:33:43.697  173.428  192.955  183.192  -2.018 -19.527 
1975-107T03:40:58.407  173.406  192.933  183.170  -2.018 -19.527 
1975-107T03:48:13.120  173.406  192.933  183.170  -2.018 -19.527 
1975-107T03:55:27.831  173.406  192.933  183.170  -2.018 -19.527 
1975-107T04:02:42.542  173.428  192.955  183.192  -2.018 -19.527 
1975-107T04:09:57.254  173.406  192.933  183.170  -2.018 -19.527 
1975-107T04:17:11.966  173.428  192.955  183.192  -2.018 -19.527 
1975-107T04:24:26.677  173.406  192.933  183.170  -2.018 -19.527 
1975-107T04:31:41.389  173.428  192.955  183.192  -2.018 -19.527 
1975-107T04:38:56.101  173.406  192.933  183.170  -2.018 -19.527 
1975-107T04:46:10.812  173.428  192.955  183.192  -2.018 -19.527 
1975-107T04:53:25.525  173.406  192.933  183.170  -2.018 -19.527 
1975-107T05:00:40.237  173.428  192.955  183.192  -2.018 -19.527 
1975-107T05:07:54.949  173.428  192.955  183.192  -2.018 -19.527 
1975-107T05:15:09.659  173.406  192.933  183.170  -2.018 -19.527 
1975-107T05:22:24.371  173.406  192.933  183.170  -2.018 -19.527 
1975-107T05:29:39.083  173.406  192.933  183.170  -2.018 -19.527 
1975-107T05:36:53.795  173.406  192.933  183.170  -2.018 -19.527 
1975-107T05:44:08.508  173.406  192.933  183.170  -2.018 -19.527 
1975-107T05:51:23.220  173.406  192.933  183.170  -2.018 -19.527 
1975-107T05:58:37.932  173.385  192.911  183.148  -2.018 -19.527 
1975-107T06:05:52.644  173.406  192.933  183.170  -2.018 -19.527 
1975-107T06:13:07.355  173.385  192.911  183.148  -2.018 -19.527 
1975-107T06:20:22.066  173.406  192.933  183.170  -2.018 -19.527 
1975-107T06:27:36.778  173.406  192.933  183.170  -2.018 -19.527 
1975-107T06:34:51.491  173.406  192.933  183.170  -2.018 -19.527 
1975-107T06:42:06.203  173.406  192.933  183.170  -2.018 -19.527 
1975-107T06:49:20.915  173.406  192.933  183.170  -2.018 -19.527 
1975-107T06:56:35.627  173.385  192.911  183.148  -2.018 -19.527 
1975-107T07:03:50.338  173.406  192.933  183.170  -2.018 -19.527 
1975-107T07:11:05.050  173.406  192.933  183.170  -2.018 -19.527 
1975-107T07:18:19.762  173.385  192.911  183.148  -2.018 -19.527 
1975-107T07:25:34.474  173.385  192.911  183.148  -2.018 -19.527 
1975-107T07:32:49.188  173.385  192.911  183.148  -2.018 -19.527 
1975-107T07:40:03.901  173.385  192.911  183.148  -2.018 -19.527 
1975-107T07:47:18.613  173.385  192.911  183.148  -2.018 -19.527 
1975-107T07:54:33.325  173.406  192.933  183.170  -2.018 -19.527 
1975-107T08:01:48.037  173.406  192.933  183.170  -2.018 -19.527 
1975-107T08:09:02.748  173.406  192.933  183.170  -2.018 -19.527 
1975-107T08:16:17.460  173.385  192.911  183.148  -2.018 -19.527 
1975-107T08:23:32.172  173.385  192.911  183.148  -2.018 -19.527 
1975-107T08:30:46.884  173.406  192.933  183.170  -2.018 -19.527 
1975-107T08:38:01.597  173.385  192.911  183.148  -2.018 -19.527 
1975-107T08:45:16.309  173.385  192.911  183.148  -2.018 -19.527 
1975-107T08:52:31.022  173.406  192.933  183.170  -2.018 -19.527 
1975-107T08:59:45.734  173.385  192.911  183.148  -2.018 -19.527 
1975-107T09:07:00.446  173.406  192.933  183.170  -2.018 -19.527 
1975-107T09:14:15.146  173.385  192.911  183.148  -2.018 -19.527 
1975-107T09:21:29.858  173.406  192.933  183.170  -2.018 -19.527 
1975-107T09:28:44.571  173.406  192.933  183.170  -2.018 -19.527 
1975-107T09:35:59.283  173.406  192.933  183.170  -2.018 -19.527 
1975-107T09:43:13.995  173.385  192.911  183.148  -2.018 -19.527 
1975-107T09:50:28.707  173.385  192.911  183.148  -2.018 -19.527 
1975-107T09:57:43.419  173.363  192.889  183.126  -2.018 -19.526 
1975-107T10:04:58.131  173.406  192.933  183.170  -2.018 -19.527 
1975-107T10:12:12.843  173.406  192.933  183.170  -2.018 -19.527 
1975-107T10:19:27.555  173.385  192.911  183.148  -2.018 -19.527 
1975-107T10:26:42.266  173.385  192.911  183.148  -2.018 -19.527 
1975-107T10:33:56.968  173.385  192.911  183.148  -2.018 -19.527 
1975-107T10:41:11.690  173.385  192.911  183.148  -2.018 -19.527 
1975-107T10:48:26.402  173.385  192.911  183.148  -2.018 -19.527 
1975-107T10:55:41.114  173.363  192.889  183.126  -2.018 -19.526 
1975-107T11:02:55.826  173.385  192.911  183.148  -2.018 -19.527 
1975-107T11:10:10.536  173.385  192.911  183.148  -2.018 -19.527 
1975-107T11:17:25.247  173.363  192.889  183.126  -2.018 -19.526 
1975-107T11:24:39.959  173.363  192.889  183.126  -2.018 -19.526 
1975-107T11:31:54.669  173.385  192.911  183.148  -2.018 -19.527 
1975-107T11:39:09.381  173.385  192.911  183.148  -2.018 -19.527 
1975-107T11:46:24.091  173.363  192.889  183.126  -2.018 -19.526 
1975-107T11:53:38.803  173.363  192.889  183.126  -2.018 -19.526 
1975-107T12:00:53.514  173.363  192.889  183.126  -2.018 -19.526 
1975-107T12:08:08.226  173.385  192.911  183.148  -2.018 -19.527 
1975-107T12:15:22.936  173.385  192.911  183.148  -2.018 -19.527 
1975-107T12:22:37.648  173.385  192.911  183.148  -2.018 -19.527 
1975-107T12:29:52.358  173.363  192.889  183.126  -2.018 -19.526 
1975-107T12:37:07.071  173.406  192.933  183.170  -2.018 -19.527 
1975-107T12:44:21.781  173.385  192.911  183.148  -2.018 -19.527 
1975-107T12:51:36.493  173.385  192.911  183.148  -2.018 -19.527 
1975-107T12:58:51.203  173.363  192.889  183.126  -2.018 -19.526 
1975-107T13:06:05.915  173.385  192.911  183.148  -2.018 -19.527 
1975-107T13:13:20.627  173.363  192.889  183.126  -2.018 -19.526 
1975-107T13:20:35.338  173.363  192.889  183.126  -2.018 -19.526 
1975-107T13:27:50.048  173.385  192.911  183.148  -2.018 -19.527 
1975-107T13:35:04.760  173.385  192.911  183.148  -2.018 -19.527 
1975-107T13:42:19.472  173.385  192.911  183.148  -2.018 -19.527 
1975-107T13:49:34.182  173.385  192.911  183.148  -2.018 -19.527 
1975-107T13:56:48.894  173.385  192.911  183.148  -2.018 -19.527 
1975-107T14:04:03.605  173.385  192.911  183.148  -2.018 -19.527 
1975-107T14:11:18.315  173.385  192.911  183.148  -2.018 -19.527 
1975-107T14:18:33.027  173.385  192.911  183.148  -2.018 -19.527 
1975-107T14:25:47.739  173.406  192.933  183.170  -2.019 -19.527 
1975-107T14:33:02.449  173.363  192.889  183.126  -2.018 -19.526 
1975-107T14:40:17.161  173.363  192.889  183.126  -2.018 -19.526 
1975-107T14:47:31.872  173.363  192.889  183.126  -2.018 -19.526 
1975-107T14:54:46.584  173.363  192.889  183.126  -2.018 -19.526 
1975-107T15:02:01.294  173.385  192.911  183.148  -2.018 -19.527 
1975-107T15:09:16.006  173.363  192.889  183.126  -2.018 -19.526 
1975-107T15:16:30.718  173.363  192.889  183.126  -2.018 -19.526 
1975-107T15:23:45.428  173.363  192.889  183.126  -2.018 -19.526 
1975-107T15:31:00.139  173.363  192.889  183.126  -2.018 -19.526 
1975-107T15:38:14.851  173.363  192.889  183.126  -2.018 -19.526 
1975-107T15:45:29.563  173.363  192.889  183.126  -2.018 -19.526 
1975-107T15:52:44.275  173.363  192.889  183.126  -2.018 -19.526 
1975-107T15:59:58.989  173.363  192.889  183.126  -2.018 -19.526 
1975-107T16:07:13.699  173.363  192.889  183.126  -2.018 -19.526 
1975-107T16:14:28.411  173.363  192.889  183.126  -2.018 -19.526 
1975-107T16:21:43.122  173.363  192.889  183.126  -2.018 -19.526 
1975-107T16:28:57.834  173.363  192.889  183.126  -2.018 -19.526 
1975-107T16:36:12.544  173.363  192.889  183.126  -2.018 -19.526 
1975-107T16:43:27.256  173.363  192.889  183.126  -2.018 -19.526 
1975-107T16:50:41.968  173.363  192.889  183.126  -2.018 -19.526 
1975-107T16:57:56.680  173.341  192.867  183.104  -2.018 -19.526 
1975-107T17:05:11.391  173.363  192.889  183.126  -2.018 -19.526 
1975-107T17:12:26.101  173.341  192.867  183.104  -2.018 -19.526 
1975-107T17:19:40.813  173.341  192.867  183.104  -2.018 -19.526 
1975-107T17:26:55.525  173.363  192.889  183.126  -2.018 -19.526 
1975-107T17:34:10.237  173.341  192.867  183.104  -2.018 -19.526 
1975-107T17:41:24.947  173.363  192.889  183.126  -2.018 -19.526 
1975-107T17:48:39.660  173.363  192.889  183.126  -2.018 -19.526 
1975-107T17:55:54.370  173.363  192.889  183.126  -2.018 -19.526 
1975-107T18:03:09.082  173.341  192.867  183.104  -2.018 -19.526 
1975-107T18:10:23.794  173.341  192.867  183.104  -2.018 -19.526 
1975-107T18:17:38.505  173.341  192.867  183.104  -2.018 -19.526 
1975-107T18:24:53.217  173.363  192.889  183.126  -2.018 -19.526 
1975-107T18:32:07.929  173.363  192.889  183.126  -2.018 -19.526 
1975-107T18:39:22.641  173.341  192.867  183.104  -2.018 -19.526 
1975-107T18:46:37.353  173.363  192.889  183.126  -2.018 -19.526 
1975-107T18:53:52.063  173.341  192.867  183.104  -2.018 -19.526 
1975-107T19:01:06.779  173.363  192.889  183.126  -2.018 -19.526 
1975-107T19:08:21.490  173.363  192.889  183.126  -2.018 -19.526 
1975-107T19:15:36.202  173.341  192.867  183.104  -2.018 -19.526 
1975-107T19:22:50.914  173.341  192.867  183.104  -2.018 -19.526 
1975-107T19:30:05.626  173.341  192.867  183.104  -2.018 -19.526 
1975-107T19:37:20.338  173.363  192.889  183.126  -2.018 -19.526 
1975-107T19:44:35.050  173.341  192.867  183.104  -2.018 -19.526 
1975-107T19:51:49.762  173.341  192.867  183.104  -2.018 -19.526 
1975-107T19:59:04.474  173.363  192.889  183.126  -2.018 -19.526 
1975-107T20:06:19.186  173.341  192.867  183.104  -2.018 -19.526 
1975-107T20:13:33.898  173.319  192.845  183.082  -2.018 -19.526 
1975-107T20:20:48.608  173.341  192.867  183.104  -2.018 -19.526 
1975-107T20:28:03.313  173.341  192.867  183.104  -2.018 -19.526 
1975-107T20:35:18.024  173.363  192.889  183.126  -2.018 -19.526 
1975-107T20:42:32.737  173.341  192.867  183.104  -2.018 -19.526 
1975-107T20:49:47.448  173.341  192.867  183.104  -2.018 -19.526 
1975-107T20:57:02.160  173.341  192.867  183.104  -2.018 -19.526 
1975-107T21:04:16.870  173.341  192.867  183.104  -2.018 -19.526 
1975-107T21:11:31.582  173.363  192.889  183.126  -2.018 -19.526 
1975-107T21:18:46.293  173.341  192.867  183.104  -2.018 -19.526 
1975-107T21:26:01.005  173.341  192.867  183.104  -2.018 -19.526 
1975-107T21:33:15.717  173.385  192.911  183.148  -2.018 -19.527 
1975-107T21:40:30.427  173.341  192.867  183.104  -2.018 -19.526 
1975-107T21:47:45.139  173.341  192.867  183.104  -2.018 -19.526 
1975-107T21:54:59.850  173.298  192.823  183.061  -2.017 -19.526 
1975-107T22:02:14.562  173.341  192.867  183.104  -2.018 -19.526 
1975-107T22:09:29.274  173.341  192.867  183.104  -2.018 -19.526 
1975-107T22:16:43.986  173.341  192.867  183.104  -2.018 -19.526 
1975-107T22:23:58.697  173.363  192.889  183.126  -2.018 -19.526 
1975-107T22:31:13.408  173.319  192.845  183.082  -2.017 -19.526 
1975-107T22:38:28.119  173.319  192.845  183.082  -2.018 -19.526 
1975-107T22:45:42.831  173.319  192.845  183.082  -2.018 -19.526 
1975-107T22:52:57.543  173.319  192.845  183.082  -2.018 -19.526 
1975-107T23:00:12.255  173.319  192.845  183.082  -2.018 -19.526 
1975-107T23:07:26.967  173.319  192.845  183.082  -2.018 -19.526 
1975-107T23:14:41.677  173.341  192.867  183.104  -2.018 -19.526 
1975-107T23:21:56.389  173.341  192.867  183.104  -2.018 -19.526 
1975-107T23:29:11.092  173.319  192.845  183.082  -2.018 -19.526 
1975-107T23:36:25.805  173.341  192.867  183.104  -2.018 -19.526 
1975-107T23:43:40.517  173.319  192.845  183.082  -2.018 -19.526 
1975-107T23:50:55.229  173.319  192.845  183.082  -2.018 -19.526 
1975-108T00:05:24.660  173.319  192.845  183.082  -2.018 -19.526 
1975-108T00:12:39.371  173.341  192.867  183.104  -2.018 -19.526 
1975-108T00:19:54.083  173.341  192.867  183.104  -2.018 -19.526 
1975-108T00:27:08.798  173.298  192.823  183.061  -2.018 -19.526 
1975-108T00:34:23.510  173.319  192.845  183.082  -2.018 -19.526 
1975-108T00:41:38.221  173.319  192.845  183.082  -2.018 -19.526 
1975-108T00:48:52.931  173.341  192.867  183.104  -2.018 -19.526 
1975-108T00:56:07.643  173.341  192.867  183.104  -2.018 -19.526 
1975-108T01:03:22.353  173.341  192.867  183.104  -2.018 -19.526 
1975-108T01:10:37.065  173.341  192.867  183.104  -2.018 -19.526 
1975-108T01:17:51.777  173.319  192.845  183.082  -2.018 -19.526 
1975-108T01:25:06.488  173.319  192.845  183.082  -2.018 -19.526 
1975-108T01:32:21.198  173.341  192.867  183.104  -2.018 -19.526 
1975-108T01:39:35.909  173.319  192.845  183.082  -2.018 -19.526 
1975-108T01:46:50.622  173.319  192.845  183.082  -2.018 -19.526 
1975-108T01:54:05.332  173.319  192.845  183.082  -2.018 -19.526 
1975-108T02:01:20.043  173.319  192.845  183.082  -2.018 -19.526 
1975-108T02:08:34.755  173.319  192.845  183.082  -2.018 -19.526 
1975-108T02:15:49.466  173.319  192.845  183.082  -2.018 -19.526 
1975-108T02:23:04.177  173.319  192.845  183.082  -2.018 -19.526 
1975-108T02:30:18.888  173.319  192.845  183.082  -2.018 -19.526 
1975-108T02:37:33.601  173.319  192.845  183.082  -2.018 -19.526 
1975-108T02:44:48.311  173.319  192.845  183.082  -2.018 -19.526 
1975-108T02:52:03.022  173.319  192.845  183.082  -2.018 -19.526 
1975-108T02:59:17.735  173.319  192.845  183.082  -2.018 -19.526 
1975-108T03:06:32.445  173.319  192.845  183.082  -2.018 -19.526 
1975-108T03:13:47.157  173.319  192.845  183.082  -2.018 -19.526 
1975-108T03:21:01.869  173.319  192.845  183.082  -2.018 -19.526 
1975-108T03:28:16.581  173.319  192.845  183.082  -2.018 -19.526 
1975-108T03:35:31.291  173.319  192.845  183.082  -2.018 -19.526 
1975-108T03:42:46.004  173.319  192.845  183.082  -2.018 -19.526 
1975-108T03:50:00.715  173.319  192.845  183.082  -2.018 -19.526 
1975-108T03:57:15.426  173.319  192.845  183.082  -2.018 -19.526 
1975-108T04:04:30.138  173.319  192.845  183.082  -2.018 -19.526 
1975-108T04:11:44.850  173.298  192.823  183.061  -2.018 -19.526 
1975-108T04:18:59.560  173.319  192.845  183.082  -2.018 -19.526 
1975-108T04:26:14.272  173.319  192.845  183.082  -2.018 -19.526 
1975-108T04:33:28.984  173.319  192.845  183.082  -2.018 -19.526 
1975-108T04:40:43.695  173.319  192.845  183.082  -2.018 -19.526 
1975-108T04:47:58.407  173.298  192.823  183.061  -2.018 -19.526 
1975-108T04:55:13.119  173.319  192.845  183.082  -2.018 -19.526 
1975-108T05:02:27.830  173.319  192.845  183.082  -2.018 -19.526 
1975-108T05:09:42.543  173.319  192.845  183.082  -2.018 -19.526 
1975-108T05:16:57.255  173.319  192.845  183.082  -2.018 -19.526 
1975-108T05:24:11.966  173.319  192.845  183.082  -2.018 -19.526 
1975-108T05:31:26.677  173.319  192.845  183.082  -2.018 -19.526 
1975-108T05:38:41.389  173.319  192.845  183.082  -2.018 -19.526 
1975-108T05:45:56.101  173.298  192.823  183.061  -2.018 -19.526 
1975-108T05:53:10.812  173.319  192.845  183.082  -2.018 -19.526 
1975-108T06:00:25.525  173.319  192.845  183.082  -2.018 -19.526 
1975-108T06:07:40.237  173.319  192.845  183.082  -2.018 -19.526 
1975-108T06:14:54.949  173.319  192.845  183.082  -2.018 -19.526 
1975-108T06:22:09.661  173.319  192.845  183.082  -2.018 -19.526 
1975-108T06:29:24.372  173.341  192.867  183.104  -2.018 -19.526 
1975-108T06:36:39.084  173.319  192.845  183.082  -2.018 -19.526 
1975-108T06:43:53.795  173.319  192.845  183.082  -2.018 -19.526 
1975-108T06:51:08.508  173.319  192.845  183.082  -2.018 -19.526 
1975-108T06:58:23.220  173.319  192.845  183.082  -2.018 -19.526 
1975-108T07:05:37.933  173.319  192.845  183.082  -2.018 -19.526 
1975-108T07:12:52.644  173.319  192.845  183.082  -2.018 -19.526 
1975-108T07:20:07.355  173.319  192.845  183.082  -2.018 -19.526 
1975-108T07:27:22.067  173.319  192.845  183.082  -2.018 -19.526 
1975-108T07:34:36.779  173.319  192.845  183.082  -2.018 -19.526 
1975-108T07:41:51.491  173.319  192.845  183.082  -2.018 -19.526 
1975-108T07:49:06.204  173.319  192.845  183.082  -2.018 -19.526 
1975-108T07:56:20.916  173.319  192.845  183.082  -2.018 -19.526 
1975-108T08:03:35.628  173.319  192.845  183.082  -2.018 -19.526 
1975-108T08:10:50.340  173.276  192.802  183.039  -2.017 -19.526 
1975-108T08:18:05.051  173.298  192.823  183.061  -2.018 -19.526 
1975-108T10:57:28.711  173.298  192.823  183.061  -2.018 -19.526 
1975-108T11:04:43.423  173.298  192.823  183.061  -2.018 -19.526 
1975-108T11:11:58.135  173.298  192.823  183.061  -2.018 -19.526 
1975-108T11:19:12.847  173.298  192.823  183.061  -2.018 -19.526 
1975-108T11:26:27.559  173.298  192.823  183.061  -2.018 -19.526 
1975-108T11:33:42.271  173.298  192.823  183.061  -2.018 -19.526 
1975-108T11:40:56.983  173.276  192.802  183.039  -2.018 -19.526 
1975-108T11:48:11.694  173.276  192.802  183.039  -2.018 -19.526 
1975-108T11:55:26.402  173.276  192.802  183.039  -2.017 -19.526 
1975-108T12:02:41.114  173.319  192.845  183.082  -2.019 -19.526 
1975-108T12:09:55.824  173.298  192.823  183.061  -2.018 -19.526 
1975-108T12:17:10.536  173.298  192.823  183.061  -2.018 -19.526 
1975-108T12:24:25.247  173.298  192.823  183.061  -2.018 -19.526 
1975-108T12:31:39.959  173.298  192.823  183.061  -2.018 -19.526 
1975-108T12:38:54.669  173.298  192.823  183.061  -2.018 -19.526 
1975-108T12:46:09.381  173.298  192.823  183.061  -2.018 -19.526 
1975-108T12:53:24.091  173.298  192.823  183.061  -2.018 -19.526 
1975-108T13:00:38.803  173.319  192.845  183.082  -2.018 -19.526 
1975-108T13:07:53.514  173.298  192.823  183.061  -2.018 -19.526 
1975-108T13:15:08.226  173.276  192.802  183.039  -2.018 -19.526 
1975-108T13:22:22.936  173.298  192.823  183.061  -2.018 -19.526 
1975-108T13:29:37.648  173.276  192.802  183.039  -2.018 -19.526 
1975-108T13:36:52.362  173.276  192.802  183.039  -2.018 -19.526 
1975-108T13:44:07.072  173.298  192.823  183.061  -2.018 -19.526 
1975-108T13:51:21.783  173.276  192.802  183.039  -2.018 -19.526 
1975-108T13:58:36.495  173.298  192.823  183.061  -2.018 -19.526 
1975-108T14:05:51.205  173.298  192.823  183.061  -2.018 -19.526 
1975-108T14:13:05.917  173.298  192.823  183.061  -2.018 -19.526 
1975-108T14:20:20.629  173.298  192.823  183.061  -2.018 -19.526 
1975-108T14:27:35.339  173.276  192.802  183.039  -2.018 -19.526 
1975-108T14:34:50.050  173.276  192.802  183.039  -2.018 -19.526 
1975-108T14:42:04.762  173.319  192.845  183.082  -2.018 -19.526 
1975-108T14:49:19.474  173.276  192.802  183.039  -2.018 -19.526 
1975-108T14:56:34.184  173.298  192.823  183.061  -2.018 -19.526 
1975-108T15:36:25.097  173.298  192.823  183.061  -2.017 -19.526 
1975-108T15:43:39.807  173.298  192.823  183.061  -2.018 -19.526 
1975-108T15:50:54.519  173.298  192.823  183.061  -2.018 -19.526 
1975-108T15:58:09.230  173.319  192.845  183.082  -2.018 -19.526 
1975-108T16:05:23.942  173.298  192.823  183.061  -2.018 -19.526 
1975-108T16:12:38.654  173.319  192.845  183.082  -2.019 -19.526 
1975-108T16:19:53.364  173.298  192.823  183.061  -2.018 -19.526 
1975-108T16:27:08.076  173.276  192.802  183.039  -2.018 -19.526 
1975-108T16:34:22.788  173.298  192.823  183.061  -2.018 -19.526 
1975-108T16:41:37.499  173.298  192.823  183.061  -2.018 -19.526 
1975-108T16:48:52.211  173.298  192.823  183.061  -2.018 -19.526 
1975-108T16:56:06.921  173.298  192.823  183.061  -2.018 -19.526 
1975-108T17:03:21.633  173.298  192.823  183.061  -2.018 -19.526 
1975-108T17:10:36.345  173.298  192.823  183.061  -2.018 -19.526 
1975-108T17:17:51.057  173.298  192.823  183.061  -2.018 -19.526 
1975-108T17:25:05.767  173.319  192.845  183.082  -2.018 -19.526 
1975-108T17:32:20.480  173.298  192.823  183.061  -2.018 -19.526 
1975-108T17:39:35.190  173.298  192.823  183.061  -2.018 -19.526 
1975-108T17:46:49.902  173.298  192.823  183.061  -2.018 -19.526 
1975-108T17:54:04.614  173.298  192.823  183.061  -2.018 -19.526 
1975-108T18:01:19.326  173.298  192.823  183.061  -2.018 -19.526 
1975-108T18:08:34.038  173.319  192.845  183.082  -2.018 -19.526 
1975-108T18:15:48.748  173.319  192.845  183.082  -2.018 -19.526 
1975-108T18:23:03.460  173.319  192.845  183.082  -2.018 -19.526 
1975-108T18:30:18.172  173.319  192.845  183.082  -2.018 -19.526 
1975-108T18:37:32.884  173.319  192.845  183.082  -2.018 -19.526 
1975-108T18:44:47.604  173.319  192.845  183.082  -2.018 -19.526 
1975-108T18:52:02.316  173.319  192.845  183.082  -2.018 -19.526 
1975-108T18:59:17.027  173.319  192.845  183.082  -2.018 -19.526 
1975-108T19:06:31.737  173.319  192.845  183.082  -2.018 -19.526 
1975-108T19:13:46.449  173.319  192.845  183.082  -2.018 -19.526 
1975-108T19:21:01.160  173.319  192.845  183.082  -2.018 -19.526 
1975-108T19:28:15.872  173.319  192.845  183.082  -2.018 -19.526 
1975-108T19:35:30.582  173.319  192.845  183.082  -2.018 -19.526 
1975-108T19:42:45.293  173.319  192.845  183.082  -2.018 -19.526 
1975-108T19:50:00.005  173.319  192.845  183.082  -2.018 -19.526 
1975-108T19:57:14.716  173.341  192.867  183.104  -2.018 -19.526 
1975-108T20:04:29.427  173.341  192.867  183.104  -2.018 -19.526 
1975-108T20:11:44.138  173.363  192.889  183.126  -2.018 -19.526 
1975-108T20:18:58.850  173.363  192.889  183.126  -2.018 -19.526 
1975-108T20:26:13.561  173.363  192.889  183.126  -2.018 -19.526 
1975-108T20:33:28.271  173.363  192.889  183.126  -2.018 -19.526 
1975-108T20:40:42.982  173.363  192.889  183.126  -2.018 -19.526 
1975-108T20:47:57.695  173.363  192.889  183.126  -2.018 -19.526 
1975-108T20:55:12.406  173.385  192.911  183.148  -2.018 -19.527 
1975-108T21:02:27.116  173.385  192.911  183.148  -2.018 -19.527 
1975-108T21:09:41.827  173.363  192.889  183.126  -2.018 -19.526 
1975-108T21:16:56.539  173.385  192.911  183.148  -2.018 -19.527 
1975-108T21:24:11.251  173.406  192.933  183.170  -2.018 -19.527 
1975-108T21:31:25.961  173.385  192.911  183.148  -2.018 -19.527 
1975-108T21:38:40.673  173.406  192.933  183.170  -2.018 -19.527 
1975-108T21:45:55.384  173.428  192.955  183.192  -2.018 -19.527 
1975-108T21:53:10.096  173.406  192.933  183.170  -2.018 -19.527 
1975-108T22:00:24.807  173.428  192.955  183.192  -2.018 -19.527 
1975-108T22:07:39.519  173.450  192.977  183.213  -2.018 -19.527 
1975-108T22:14:54.229  173.450  192.977  183.213  -2.018 -19.527 
1975-108T22:22:08.941  173.450  192.977  183.213  -2.018 -19.527 
1975-108T22:29:23.653  173.450  192.977  183.213  -2.018 -19.527 
1975-108T22:36:38.365  173.450  192.977  183.213  -2.018 -19.527 
1975-108T22:43:53.076  173.472  192.999  183.235  -2.018 -19.527 
1975-108T22:51:07.786  173.472  192.999  183.235  -2.018 -19.527 
1975-108T22:58:22.514  173.472  192.999  183.235  -2.018 -19.527 
1975-108T23:05:37.225  173.472  192.999  183.235  -2.018 -19.527 
1975-108T23:12:51.937  173.472  192.999  183.235  -2.018 -19.527 
1975-108T23:20:06.648  173.515  193.043  183.279  -2.018 -19.528 
1975-108T23:27:21.358  173.515  193.043  183.279  -2.018 -19.528 
1975-108T23:34:36.070  173.515  193.043  183.279  -2.018 -19.528 
1975-108T23:41:50.781  173.537  193.065  183.301  -2.018 -19.528 
1975-108T23:49:05.491  173.559  193.087  183.323  -2.019 -19.528 
1975-109T00:03:34.913  173.559  193.087  183.323  -2.018 -19.528 
1975-109T00:10:49.625  173.559  193.087  183.323  -2.018 -19.528 
1975-109T00:18:04.336  173.580  193.109  183.345  -2.018 -19.528 
