time                     TG21A    TG21B  TG21avg   DTH21   DTL21 
1975-092T20:40:29.790  256.239  256.464  256.352  -0.226  -0.226 
1975-092T20:47:44.501  256.277  256.502  256.389  -0.226  -0.230 
1975-092T20:54:59.213  256.239  256.464  256.352  -0.226  -0.229 
1975-092T21:02:13.922  256.239  256.465  256.352  -0.226  -0.229 
1975-092T21:09:28.634  256.239  256.464  256.352  -0.226  -0.226 
1975-092T21:16:43.345  256.268  256.494  256.381  -0.226  -0.229 
1975-092T21:23:58.054  256.239  256.465  256.352  -0.226  -0.229 
1975-092T21:31:12.766  256.277  256.502  256.389  -0.226  -0.229 
1975-092T21:38:27.476  256.239  256.464  256.352  -0.226  -0.229 
1975-092T21:45:42.187  256.268  256.494  256.381  -0.226  -0.230 
1975-092T21:52:56.898  256.239  256.465  256.352  -0.226  -0.229 
1975-092T22:00:11.608  256.277  256.502  256.389  -0.226  -0.230 
1975-092T22:07:26.320  256.268  256.494  256.381  -0.226  -0.230 
1975-092T22:14:41.031  256.268  256.494  256.381  -0.226  -0.226 
1975-092T22:21:55.741  256.239  256.464  256.352  -0.226  -0.229 
1975-092T22:29:10.452  256.239  256.464  256.352  -0.226  -0.229 
1975-092T22:36:25.164  256.239  256.465  256.352  -0.226  -0.226 
1975-092T22:43:39.873  256.306  256.532  256.419  -0.226  -0.226 
1975-092T22:50:54.585  256.239  256.464  256.352  -0.226  -0.229 
1975-092T22:58:09.296  256.239  256.464  256.352  -0.226  -0.229 
1975-092T23:05:24.006  256.239  256.464  256.352  -0.226  -0.229 
1975-092T23:12:38.717  256.277  256.502  256.389  -0.226  -0.229 
1975-092T23:19:53.429  256.268  256.494  256.381  -0.226  -0.230 
1975-092T23:27:08.139  256.277  256.502  256.389  -0.226  -0.229 
1975-092T23:34:22.850  256.239  256.465  256.352  -0.226  -0.229 
1975-092T23:41:37.562  256.268  256.494  256.381  -0.226  -0.230 
1975-092T23:48:52.273  256.239  256.465  256.352  -0.226  -0.230 
1975-092T23:56:06.983  256.239  256.465  256.352  -0.226  -0.230 
1975-093T00:03:21.694  256.268  256.494  256.381  -0.226  -0.229 
1975-093T00:10:36.404  256.239  256.465  256.352  -0.226  -0.229 
1975-093T00:17:51.115  256.276  256.503  256.389  -0.226  -0.230 
1975-093T00:25:05.826  256.268  256.494  256.381  -0.226  -0.230 
1975-093T00:32:20.538  256.268  256.494  256.381  -0.226  -0.229 
1975-093T00:39:35.248  256.239  256.464  256.352  -0.226  -0.230 
1975-093T00:46:49.960  256.268  256.494  256.381  -0.226  -0.229 
1975-093T00:54:04.670  256.239  256.465  256.352  -0.226  -0.230 
1975-093T01:01:19.382  256.285  256.510  256.398  -0.226  -0.230 
1975-093T01:08:34.092  256.276  256.503  256.389  -0.226  -0.230 
1975-093T01:15:48.804  256.314  256.540  256.427  -0.226  -0.226 
1975-093T01:23:03.515  256.239  256.465  256.352  -0.226  -0.229 
1975-093T01:30:18.225  256.239  256.465  256.352  -0.226  -0.226 
1975-093T01:37:32.935  256.209  256.435  256.322  -0.226  -0.226 
1975-093T01:44:47.645  256.277  256.502  256.389  -0.226  -0.230 
1975-093T01:52:02.355  256.247  256.473  256.360  -0.226  -0.230 
1975-093T01:59:17.065  256.277  256.502  256.389  -0.226  -0.229 
1975-093T02:06:31.775  256.260  256.486  256.373  -0.226  -0.229 
1975-093T02:13:46.484  256.268  256.494  256.381  -0.226  -0.226 
1975-093T02:21:01.194  256.239  256.464  256.352  -0.226  -0.229 
1975-093T02:28:15.905  256.277  256.502  256.389  -0.226  -0.229 
1975-093T02:35:30.614  256.268  256.494  256.381  -0.226  -0.229 
1975-093T02:42:45.325  256.231  256.456  256.344  -0.226  -0.229 
1975-093T02:50:00.034  256.260  256.486  256.373  -0.226  -0.226 
1975-093T02:57:14.745  256.260  256.486  256.373  -0.226  -0.229 
1975-093T03:04:29.453  256.239  256.464  256.352  -0.226  -0.226 
1975-093T03:11:44.164  256.260  256.486  256.373  -0.226  -0.229 
1975-093T03:18:58.873  256.260  256.486  256.373  -0.226  -0.229 
1975-093T03:26:13.584  256.298  256.524  256.411  -0.226  -0.229 
1975-093T03:33:28.293  256.268  256.494  256.381  -0.226  -0.229 
1975-093T03:40:43.004  256.268  256.494  256.381  -0.226  -0.229 
1975-093T03:47:57.713  256.239  256.465  256.352  -0.226  -0.229 
1975-093T03:55:12.424  256.298  256.524  256.411  -0.226  -0.229 
1975-093T04:02:27.134  256.231  256.456  256.344  -0.226  -0.229 
1975-093T04:09:41.843  256.298  256.524  256.411  -0.226  -0.229 
1975-093T04:16:56.554  256.231  256.456  256.344  -0.226  -0.229 
1975-093T04:24:11.263  256.268  256.494  256.381  -0.226  -0.230 
1975-093T04:31:25.974  256.298  256.524  256.411  -0.226  -0.229 
1975-093T04:38:40.684  256.268  256.494  256.381  -0.226  -0.230 
1975-093T04:45:55.394  256.298  256.524  256.411  -0.226  -0.229 
1975-093T04:53:10.111  256.268  256.494  256.381  -0.226  -0.226 
1975-093T05:00:24.820  256.239  256.464  256.352  -0.226  -0.226 
1975-093T05:07:39.531  256.239  256.464  256.352  -0.226  -0.226 
1975-093T05:14:54.241  256.239  256.464  256.352  -0.226  -0.226 
1975-093T05:22:08.952  256.298  256.524  256.411  -0.226  -0.226 
1975-093T05:29:23.663  256.268  256.494  256.381  -0.226  -0.226 
1975-093T05:36:38.372  256.268  256.494  256.381  -0.226  -0.229 
1975-093T05:43:53.082  256.268  256.494  256.381  -0.226  -0.229 
1975-093T05:51:07.794  256.298  256.524  256.411  -0.226  -0.226 
1975-093T05:58:22.504  256.268  256.494  256.381  -0.226  -0.230 
1975-093T06:05:37.213  256.268  256.494  256.381  -0.226  -0.226 
1975-093T06:12:51.924  256.201  256.427  256.314  -0.226  -0.229 
1975-093T06:20:06.634  256.268  256.494  256.381  -0.226  -0.230 
1975-093T06:27:21.346  256.260  256.486  256.373  -0.226  -0.229 
1975-093T06:34:36.056  256.298  256.524  256.411  -0.226  -0.229 
1975-093T06:41:50.766  256.298  256.524  256.411  -0.226  -0.226 
1975-093T06:49:05.476  256.268  256.494  256.381  -0.226  -0.226 
1975-093T06:56:20.179  256.268  256.494  256.381  -0.226  -0.229 
1975-093T07:03:34.888  256.298  256.524  256.411  -0.226  -0.226 
1975-093T07:10:49.599  256.298  256.524  256.411  -0.226  -0.229 
1975-093T07:18:04.310  256.260  256.486  256.373  -0.226  -0.230 
1975-093T07:25:19.020  256.298  256.524  256.411  -0.226  -0.226 
1975-093T07:32:33.730  256.268  256.494  256.381  -0.226  -0.230 
1975-093T07:39:48.441  256.260  256.486  256.373  -0.226  -0.226 
1975-093T07:47:03.151  256.298  256.524  256.411  -0.226  -0.233 
1975-093T07:54:17.862  256.260  256.486  256.373  -0.226  -0.230 
1975-093T08:01:32.573  256.260  256.486  256.373  -0.226  -0.229 
1975-093T08:08:47.283  256.268  256.494  256.381  -0.226  -0.226 
1975-093T08:16:01.993  256.260  256.486  256.373  -0.226  -0.226 
1975-093T08:23:16.705  256.268  256.494  256.381  -0.226  -0.226 
1975-093T08:30:31.415  256.298  256.524  256.411  -0.226  -0.230 
1975-093T08:37:46.126  256.260  256.486  256.373  -0.226  -0.229 
1975-093T08:45:00.835  256.298  256.524  256.411  -0.226  -0.226 
1975-093T08:52:15.546  256.268  256.494  256.381  -0.226  -0.229 
1975-093T08:59:30.258  256.268  256.494  256.381  -0.226  -0.226 
1975-093T09:06:44.968  256.298  256.524  256.411  -0.226  -0.230 
1975-093T09:13:59.678  256.239  256.464  256.352  -0.226  -0.230 
1975-093T09:21:14.389  256.298  256.524  256.411  -0.226  -0.229 
1975-093T09:28:29.101  256.268  256.494  256.381  -0.226  -0.230 
1975-093T09:35:43.811  256.298  256.524  256.411  -0.226  -0.226 
1975-093T09:42:58.521  256.260  256.486  256.373  -0.226  -0.229 
1975-093T09:50:13.233  256.223  256.448  256.335  -0.226  -0.229 
1975-093T09:57:27.944  256.252  256.478  256.365  -0.226  -0.226 
1975-093T10:04:42.654  256.298  256.524  256.411  -0.226  -0.229 
1975-093T10:11:57.364  256.260  256.486  256.373  -0.226  -0.226 
1975-093T10:19:12.076  256.298  256.524  256.411  -0.226  -0.226 
1975-093T10:26:26.786  256.298  256.524  256.411  -0.226  -0.229 
1975-093T10:33:41.497  256.252  256.478  256.365  -0.226  -0.226 
1975-093T10:40:56.209  256.223  256.448  256.335  -0.226  -0.226 
1975-093T10:48:10.919  256.298  256.524  256.411  -0.226  -0.226 
1975-093T10:55:25.629  256.223  256.448  256.335  -0.226  -0.226 
1975-093T11:02:40.334  256.252  256.478  256.365  -0.226  -0.229 
1975-093T11:09:55.046  256.298  256.524  256.411  -0.226  -0.229 
1975-093T11:17:09.756  256.260  256.486  256.373  -0.226  -0.229 
1975-093T11:24:24.468  256.298  256.524  256.411  -0.226  -0.229 
1975-093T11:31:39.178  256.260  256.486  256.373  -0.226  -0.229 
1975-093T11:38:53.889  256.239  256.464  256.352  -0.226  -0.229 
1975-093T11:46:08.601  256.268  256.494  256.381  -0.226  -0.229 
1975-093T11:53:23.311  256.260  256.486  256.373  -0.226  -0.226 
1975-093T12:00:38.023  256.290  256.516  256.403  -0.226  -0.229 
1975-093T12:07:52.733  256.260  256.486  256.373  -0.226  -0.229 
1975-093T12:15:07.444  256.298  256.524  256.411  -0.226  -0.226 
1975-093T12:22:22.154  256.260  256.486  256.373  -0.226  -0.229 
1975-093T12:29:36.866  256.298  256.524  256.411  -0.226  -0.229 
1975-093T12:36:51.576  256.252  256.478  256.365  -0.226  -0.229 
1975-093T12:44:06.288  256.290  256.516  256.403  -0.226  -0.229 
1975-093T12:51:20.999  256.260  256.486  256.373  -0.226  -0.229 
1975-093T12:58:35.709  256.260  256.486  256.373  -0.226  -0.229 
1975-093T13:05:50.419  256.223  256.448  256.335  -0.226  -0.229 
1975-093T13:13:05.129  256.260  256.486  256.373  -0.226  -0.229 
1975-093T13:20:19.838  256.268  256.494  256.381  -0.226  -0.226 
1975-093T13:27:34.548  256.260  256.486  256.373  -0.226  -0.229 
1975-093T13:34:49.258  256.260  256.486  256.373  -0.226  -0.226 
1975-093T13:42:03.968  256.260  256.486  256.373  -0.226  -0.226 
1975-093T13:49:18.677  256.260  256.486  256.373  -0.226  -0.229 
1975-093T13:56:33.387  256.298  256.524  256.411  -0.226  -0.226 
1975-093T14:03:48.097  256.260  256.486  256.373  -0.226  -0.229 
1975-093T14:11:02.807  256.260  256.486  256.373  -0.226  -0.229 
1975-093T14:18:17.517  256.260  256.486  256.373  -0.226  -0.229 
1975-093T14:25:32.228  256.252  256.478  256.365  -0.226  -0.226 
1975-093T14:32:46.938  256.260  256.486  256.373  -0.226  -0.226 
1975-093T14:40:01.648  256.260  256.486  256.373  -0.226  -0.226 
1975-093T14:47:16.358  256.260  256.486  256.373  -0.226  -0.229 
1975-093T14:54:31.067  256.260  256.486  256.373  -0.226  -0.229 
1975-093T15:01:45.777  256.298  256.524  256.411  -0.226  -0.229 
1975-093T15:09:00.487  256.260  256.486  256.373  -0.226  -0.229 
1975-093T15:16:15.197  256.260  256.486  256.373  -0.226  -0.226 
1975-093T15:23:29.908  256.298  256.524  256.411  -0.226  -0.226 
1975-093T15:30:44.629  256.298  256.524  256.411  -0.226  -0.229 
1975-093T15:37:59.339  256.260  256.486  256.373  -0.226  -0.226 
1975-093T15:45:14.050  256.260  256.486  256.373  -0.226  -0.226 
1975-093T15:52:28.758  256.252  256.478  256.365  -0.226  -0.226 
1975-093T15:59:43.468  256.222  256.448  256.335  -0.226  -0.229 
1975-093T16:06:58.178  256.252  256.478  256.365  -0.226  -0.229 
1975-093T16:14:12.887  256.260  256.486  256.373  -0.226  -0.229 
1975-093T16:21:27.597  256.290  256.516  256.403  -0.226  -0.226 
1975-093T16:28:42.307  256.223  256.448  256.335  -0.226  -0.229 
1975-093T16:35:57.017  256.290  256.516  256.403  -0.226  -0.226 
1975-093T16:43:11.728  256.223  256.448  256.335  -0.226  -0.229 
1975-093T16:50:26.436  256.260  256.486  256.373  -0.226  -0.229 
1975-093T16:57:41.146  256.290  256.516  256.403  -0.226  -0.226 
1975-093T17:04:55.857  256.260  256.486  256.373  -0.226  -0.229 
1975-093T17:12:10.567  256.290  256.516  256.403  -0.226  -0.226 
1975-093T17:19:25.277  256.260  256.486  256.373  -0.226  -0.229 
1975-093T17:26:39.987  256.260  256.486  256.373  -0.226  -0.229 
1975-093T17:33:54.696  256.282  256.508  256.395  -0.226  -0.226 
1975-093T17:41:09.406  256.223  256.448  256.335  -0.226  -0.229 
1975-093T17:48:24.116  256.298  256.524  256.411  -0.226  -0.229 
1975-093T17:55:38.826  256.252  256.478  256.365  -0.226  -0.229 
1975-093T18:02:53.536  256.222  256.448  256.335  -0.226  -0.226 
1975-093T18:10:08.243  256.223  256.448  256.335  -0.226  -0.229 
1975-093T18:17:22.955  256.298  256.524  256.411  -0.226  -0.229 
1975-093T18:24:37.664  256.290  256.516  256.403  -0.226  -0.226 
1975-093T18:31:52.376  256.298  256.524  256.411  -0.226  -0.229 
1975-093T18:39:07.085  256.260  256.486  256.373  -0.226  -0.229 
1975-093T18:46:21.797  256.260  256.486  256.373  -0.226  -0.229 
1975-093T18:53:36.508  256.223  256.448  256.335  -0.226  -0.229 
1975-093T19:00:51.217  256.260  256.486  256.373  -0.226  -0.229 
1975-093T19:08:05.927  256.260  256.486  256.373  -0.226  -0.229 
1975-093T19:15:20.638  256.260  256.486  256.373  -0.226  -0.226 
1975-093T19:22:35.350  256.231  256.456  256.344  -0.226  -0.229 
1975-093T19:29:50.059  256.252  256.478  256.365  -0.226  -0.229 
1975-093T19:37:04.770  256.223  256.448  256.335  -0.226  -0.226 
1975-093T19:44:19.482  256.282  256.508  256.395  -0.226  -0.229 
1975-093T19:51:34.186  256.260  256.486  256.373  -0.226  -0.226 
1975-093T19:58:48.895  256.290  256.516  256.403  -0.226  -0.229 
1975-093T20:06:03.605  256.260  256.486  256.373  -0.226  -0.229 
1975-093T20:13:18.316  256.223  256.448  256.335  -0.226  -0.223 
1975-093T20:20:33.027  256.223  256.448  256.335  -0.226  -0.229 
1975-093T20:27:47.736  256.290  256.516  256.403  -0.226  -0.229 
1975-093T20:35:02.447  256.222  256.448  256.335  -0.226  -0.226 
1975-093T20:42:17.157  256.260  256.486  256.373  -0.226  -0.229 
1975-093T20:49:31.868  256.244  256.470  256.357  -0.226  -0.229 
1975-093T20:56:46.577  256.260  256.486  256.373  -0.226  -0.229 
1975-093T21:04:01.288  256.260  256.486  256.373  -0.226  -0.229 
1975-093T21:11:15.998  256.223  256.448  256.335  -0.226  -0.229 
1975-093T21:18:30.709  256.252  256.478  256.365  -0.226  -0.229 
1975-093T21:25:45.418  256.260  256.486  256.373  -0.226  -0.229 
1975-093T21:33:00.130  256.260  256.486  256.373  -0.226  -0.226 
1975-093T21:40:14.839  256.282  256.508  256.395  -0.226  -0.229 
1975-093T21:47:29.550  256.222  256.449  256.335  -0.226  -0.229 
1975-093T21:54:44.260  256.260  256.486  256.373  -0.226  -0.229 
1975-093T22:01:58.971  256.260  256.486  256.373  -0.226  -0.226 
1975-093T22:09:13.682  256.260  256.486  256.373  -0.226  -0.226 
1975-093T22:16:28.392  256.298  256.524  256.411  -0.226  -0.229 
1975-093T22:23:43.103  256.298  256.524  256.411  -0.226  -0.229 
1975-093T22:30:57.812  256.223  256.448  256.335  -0.226  -0.233 
1975-093T22:38:12.524  256.252  256.478  256.365  -0.226  -0.229 
1975-093T22:45:27.233  256.260  256.486  256.373  -0.226  -0.229 
1975-093T22:52:41.945  256.223  256.448  256.335  -0.226  -0.229 
1975-093T22:59:56.654  256.252  256.478  256.365  -0.226  -0.229 
1975-093T23:07:11.365  256.282  256.508  256.395  -0.226  -0.229 
1975-093T23:14:26.076  256.328  256.554  256.441  -0.226  -0.229 
