time                     TG11A    TG11B  TG11avg   DTH11   DTL11 
1975-092T20:39:35.452  255.813  256.093  255.953  -0.279  -0.281 
1975-092T20:46:50.163  255.805  256.085  255.945  -0.280  -0.281 
1975-092T20:54:04.873  255.805  256.085  255.945  -0.280  -0.281 
1975-092T21:01:19.584  255.805  256.085  255.945  -0.280  -0.281 
1975-092T21:08:34.294  255.805  256.085  255.945  -0.279  -0.281 
1975-092T21:15:49.005  255.776  256.055  255.915  -0.279  -0.281 
1975-092T21:23:03.717  255.813  256.093  255.953  -0.280  -0.281 
1975-092T21:30:18.426  255.805  256.085  255.945  -0.279  -0.281 
1975-092T21:37:33.138  255.805  256.085  255.945  -0.279  -0.281 
1975-092T21:44:47.849  255.843  256.122  255.983  -0.280  -0.281 
1975-092T21:52:02.559  255.805  256.085  255.945  -0.280  -0.281 
1975-092T21:59:17.270  255.805  256.085  255.945  -0.280  -0.281 
1975-092T22:06:31.980  255.835  256.114  255.975  -0.280  -0.281 
1975-092T22:13:46.691  255.805  256.085  255.945  -0.280  -0.284 
1975-092T22:21:01.403  255.805  256.085  255.945  -0.280  -0.281 
1975-092T22:28:16.114  255.843  256.122  255.983  -0.280  -0.281 
1975-092T22:35:30.824  255.806  256.084  255.945  -0.279  -0.284 
1975-092T22:42:45.535  255.805  256.085  255.945  -0.279  -0.281 
1975-092T22:50:00.245  255.843  256.122  255.983  -0.280  -0.284 
1975-092T22:57:14.956  255.805  256.085  255.945  -0.279  -0.281 
1975-092T23:04:29.668  255.835  256.114  255.975  -0.279  -0.281 
1975-092T23:11:44.379  255.835  256.114  255.975  -0.279  -0.281 
1975-092T23:18:59.089  255.835  256.114  255.975  -0.280  -0.281 
1975-092T23:26:13.801  255.805  256.085  255.945  -0.279  -0.281 
1975-092T23:33:28.512  255.835  256.114  255.975  -0.280  -0.281 
1975-092T23:40:43.222  255.805  256.085  255.945  -0.279  -0.281 
1975-092T23:47:57.933  255.805  256.085  255.945  -0.279  -0.281 
1975-092T23:55:12.645  255.805  256.085  255.945  -0.280  -0.281 
1975-093T00:02:27.354  255.768  256.047  255.907  -0.279  -0.281 
1975-093T00:09:42.067  255.835  256.114  255.975  -0.280  -0.281 
1975-093T00:16:56.777  255.805  256.085  255.945  -0.279  -0.284 
1975-093T00:24:11.489  255.805  256.085  255.945  -0.280  -0.284 
1975-093T00:31:26.200  255.805  256.085  255.945  -0.280  -0.281 
1975-093T00:38:40.909  255.805  256.085  255.945  -0.279  -0.281 
1975-093T00:45:55.621  255.805  256.085  255.945  -0.280  -0.281 
1975-093T00:53:10.331  255.805  256.085  255.945  -0.279  -0.281 
1975-093T01:00:25.043  255.805  256.085  255.945  -0.279  -0.277 
1975-093T01:07:39.755  255.805  256.085  255.945  -0.279  -0.277 
1975-093T01:14:54.466  255.835  256.114  255.975  -0.279  -0.284 
1975-093T01:22:09.176  255.843  256.122  255.983  -0.280  -0.281 
1975-093T01:29:23.886  255.835  256.114  255.975  -0.280  -0.277 
1975-093T01:36:38.596  255.805  256.085  255.945  -0.280  -0.281 
1975-093T01:43:53.306  255.805  256.085  255.945  -0.279  -0.281 
1975-093T01:51:08.016  255.805  256.085  255.945  -0.279  -0.281 
1975-093T01:58:22.726  255.768  256.047  255.907  -0.279  -0.277 
1975-093T02:05:37.436  255.768  256.047  255.907  -0.279  -0.281 
1975-093T02:12:52.145  255.805  256.085  255.945  -0.279  -0.281 
1975-093T02:20:06.855  255.805  256.085  255.945  -0.280  -0.281 
1975-093T02:27:21.566  255.805  256.085  255.945  -0.280  -0.281 
1975-093T02:34:36.275  255.835  256.114  255.975  -0.280  -0.281 
1975-093T02:41:50.986  255.843  256.122  255.983  -0.280  -0.284 
1975-093T02:49:05.695  255.805  256.085  255.945  -0.279  -0.281 
1975-093T02:56:20.406  255.805  256.085  255.945  -0.279  -0.281 
1975-093T03:03:35.115  255.805  256.085  255.945  -0.280  -0.281 
1975-093T03:10:49.825  255.835  256.114  255.975  -0.280  -0.281 
1975-093T03:18:04.536  255.835  256.114  255.975  -0.279  -0.281 
1975-093T03:25:19.245  255.835  256.115  255.975  -0.280  -0.281 
1975-093T03:32:33.956  255.805  256.085  255.945  -0.279  -0.281 
1975-093T03:39:48.665  255.835  256.114  255.975  -0.280  -0.281 
1975-093T03:47:03.375  255.805  256.085  255.945  -0.279  -0.281 
1975-093T03:54:18.084  255.805  256.085  255.945  -0.279  -0.281 
1975-093T04:01:32.796  255.835  256.114  255.975  -0.280  -0.281 
1975-093T04:08:47.505  255.835  256.114  255.975  -0.280  -0.281 
1975-093T04:16:02.215  255.835  256.114  255.975  -0.279  -0.284 
1975-093T04:23:16.925  255.835  256.114  255.975  -0.279  -0.281 
1975-093T04:30:31.636  255.805  256.085  255.945  -0.279  -0.281 
1975-093T04:37:46.346  255.835  256.114  255.975  -0.279  -0.281 
1975-093T04:45:01.056  255.835  256.114  255.975  -0.279  -0.281 
1975-093T04:52:15.773  255.835  256.114  255.975  -0.279  -0.281 
1975-093T04:59:30.483  255.768  256.047  255.907  -0.279  -0.281 
1975-093T05:06:45.192  255.835  256.114  255.975  -0.279  -0.281 
1975-093T05:13:59.902  255.797  256.077  255.937  -0.279  -0.284 
1975-093T05:21:14.614  255.797  256.077  255.937  -0.279  -0.281 
1975-093T05:28:29.324  255.805  256.085  255.945  -0.279  -0.281 
1975-093T05:35:44.033  255.835  256.114  255.975  -0.279  -0.281 
1975-093T05:42:58.744  255.835  256.114  255.975  -0.280  -0.281 
1975-093T05:50:13.455  255.835  256.114  255.975  -0.280  -0.284 
1975-093T05:57:28.165  255.805  256.085  255.945  -0.279  -0.281 
1975-093T06:04:42.876  255.835  256.114  255.975  -0.280  -0.281 
1975-093T06:11:57.585  255.805  256.085  255.945  -0.279  -0.281 
1975-093T06:19:12.295  255.835  256.114  255.975  -0.279  -0.281 
1975-093T06:26:27.007  255.797  256.077  255.937  -0.279  -0.281 
1975-093T06:33:41.717  255.835  256.114  255.975  -0.280  -0.281 
1975-093T06:40:56.427  255.835  256.114  255.975  -0.280  -0.281 
1975-093T06:48:11.137  255.835  256.114  255.975  -0.279  -0.277 
1975-093T06:55:25.840  255.835  256.114  255.975  -0.280  -0.281 
1975-093T07:02:40.549  255.797  256.077  255.937  -0.279  -0.281 
1975-093T07:09:55.260  255.835  256.114  255.975  -0.279  -0.281 
1975-093T07:17:09.971  255.805  256.085  255.945  -0.279  -0.284 
1975-093T07:24:24.682  255.768  256.047  255.907  -0.279  -0.281 
1975-093T07:31:39.391  255.835  256.114  255.975  -0.280  -0.281 
1975-093T07:38:54.102  255.805  256.085  255.945  -0.279  -0.281 
1975-093T07:46:08.812  255.797  256.077  255.937  -0.279  -0.281 
1975-093T07:53:23.524  255.797  256.077  255.937  -0.279  -0.281 
1975-093T08:00:38.234  255.835  256.114  255.975  -0.279  -0.281 
1975-093T08:07:52.944  255.797  256.077  255.937  -0.279  -0.281 
1975-093T08:15:07.654  255.805  256.085  255.945  -0.279  -0.281 
1975-093T08:22:22.366  255.827  256.106  255.967  -0.279  -0.281 
1975-093T08:29:37.077  255.797  256.077  255.937  -0.279  -0.281 
1975-093T08:36:51.787  255.797  256.077  255.937  -0.279  -0.281 
1975-093T08:44:06.497  255.835  256.114  255.975  -0.279  -0.284 
1975-093T08:51:21.207  255.768  256.047  255.907  -0.279  -0.281 
1975-093T08:58:35.919  255.835  256.114  255.975  -0.279  -0.281 
1975-093T09:05:50.630  255.835  256.114  255.975  -0.280  -0.281 
1975-093T09:13:05.341  255.827  256.106  255.967  -0.279  -0.281 
1975-093T09:20:20.050  255.797  256.077  255.937  -0.279  -0.281 
1975-093T09:27:34.762  255.835  256.114  255.975  -0.279  -0.277 
1975-093T09:34:49.472  255.835  256.114  255.975  -0.279  -0.281 
1975-093T09:42:04.182  255.835  256.114  255.975  -0.279  -0.281 
1975-093T09:49:18.894  255.797  256.077  255.937  -0.279  -0.281 
1975-093T09:56:33.605  255.835  256.114  255.975  -0.279  -0.281 
1975-093T10:03:48.315  255.835  256.114  255.975  -0.279  -0.281 
1975-093T10:11:03.027  255.797  256.077  255.937  -0.279  -0.281 
1975-093T10:18:17.737  255.835  256.114  255.975  -0.279  -0.284 
1975-093T10:25:32.447  255.805  256.085  255.945  -0.279  -0.281 
1975-093T10:32:47.158  255.797  256.077  255.937  -0.279  -0.284 
1975-093T10:40:01.870  255.865  256.144  256.004  -0.279  -0.281 
1975-093T10:47:16.580  255.865  256.144  256.004  -0.279  -0.281 
1975-093T10:54:31.292  255.797  256.077  255.937  -0.279  -0.284 
1975-093T11:01:45.995  255.827  256.106  255.967  -0.279  -0.281 
1975-093T11:09:00.707  255.827  256.106  255.967  -0.279  -0.284 
1975-093T11:16:15.417  255.797  256.077  255.937  -0.279  -0.281 
1975-093T11:23:30.129  255.790  256.068  255.929  -0.279  -0.281 
1975-093T11:30:44.839  255.797  256.077  255.937  -0.279  -0.281 
1975-093T11:37:59.550  255.835  256.114  255.975  -0.279  -0.281 
1975-093T11:45:14.262  255.797  256.077  255.937  -0.279  -0.281 
1975-093T11:52:28.972  255.827  256.106  255.967  -0.279  -0.281 
1975-093T11:59:43.684  255.865  256.144  256.004  -0.280  -0.281 
1975-093T12:06:58.394  255.797  256.077  255.937  -0.279  -0.281 
1975-093T12:14:13.105  255.797  256.077  255.937  -0.279  -0.281 
1975-093T12:21:27.817  255.797  256.077  255.937  -0.279  -0.281 
1975-093T12:28:42.527  255.797  256.077  255.937  -0.279  -0.281 
1975-093T12:35:57.237  255.835  256.114  255.975  -0.279  -0.281 
1975-093T12:43:11.949  255.865  256.144  256.004  -0.279  -0.281 
1975-093T12:50:26.660  255.797  256.077  255.937  -0.279  -0.281 
1975-093T12:57:41.370  255.789  256.069  255.929  -0.279  -0.284 
1975-093T13:04:56.080  255.760  256.039  255.899  -0.279  -0.281 
1975-093T13:12:10.790  255.797  256.077  255.937  -0.279  -0.284 
1975-093T13:19:25.319  255.827  256.106  255.967  -0.279  -0.281 
1975-093T13:26:40.209  255.827  256.106  255.967  -0.279  -0.281 
1975-093T13:33:54.919  255.827  256.106  255.967  -0.279  -0.281 
1975-093T13:41:09.629  255.865  256.144  256.004  -0.280  -0.281 
1975-093T13:48:24.338  255.827  256.106  255.967  -0.279  -0.281 
1975-093T13:55:39.048  255.797  256.077  255.937  -0.279  -0.281 
1975-093T14:02:53.758  255.760  256.039  255.899  -0.279  -0.281 
1975-093T14:10:08.468  255.797  256.077  255.937  -0.279  -0.277 
1975-093T14:17:23.178  255.865  256.144  256.004  -0.279  -0.281 
1975-093T14:24:37.889  255.835  256.114  255.975  -0.279  -0.281 
1975-093T14:31:52.599  255.797  256.077  255.937  -0.279  -0.281 
1975-093T14:39:07.309  255.835  256.114  255.975  -0.279  -0.281 
1975-093T14:46:22.019  255.827  256.106  255.967  -0.279  -0.284 
1975-093T14:53:36.728  255.797  256.077  255.937  -0.279  -0.281 
1975-093T15:00:51.438  255.790  256.069  255.929  -0.279  -0.281 
1975-093T15:08:06.148  255.835  256.114  255.975  -0.279  -0.284 
1975-093T15:15:20.858  255.865  256.144  256.004  -0.279  -0.281 
1975-093T15:22:35.569  255.835  256.114  255.975  -0.279  -0.281 
1975-093T15:29:50.290  255.797  256.077  255.937  -0.279  -0.281 
1975-093T15:37:05.000  255.790  256.069  255.929  -0.279  -0.281 
1975-093T15:44:19.711  255.827  256.106  255.967  -0.279  -0.284 
1975-093T15:51:34.419  255.797  256.077  255.937  -0.279  -0.281 
1975-093T15:58:49.129  255.790  256.068  255.929  -0.279  -0.281 
1975-093T16:06:03.839  255.827  256.106  255.967  -0.279  -0.281 
1975-093T16:13:18.550  255.797  256.077  255.937  -0.279  -0.281 
1975-093T16:20:33.260  255.827  256.106  255.967  -0.279  -0.281 
1975-093T16:27:47.968  255.790  256.069  255.929  -0.279  -0.284 
1975-093T16:35:02.678  255.827  256.106  255.967  -0.279  -0.284 
1975-093T16:42:17.389  255.797  256.077  255.937  -0.279  -0.284 
1975-093T16:49:32.099  255.865  256.144  256.004  -0.279  -0.281 
1975-093T16:56:46.807  255.789  256.069  255.929  -0.279  -0.281 
1975-093T17:04:01.517  255.797  256.077  255.937  -0.279  -0.281 
1975-093T17:11:16.228  255.827  256.106  255.967  -0.279  -0.281 
1975-093T17:18:30.938  255.835  256.114  255.975  -0.279  -0.281 
1975-093T17:25:45.648  255.827  256.106  255.967  -0.279  -0.281 
1975-093T17:33:00.358  255.790  256.069  255.929  -0.279  -0.281 
1975-093T17:40:15.067  255.789  256.069  255.929  -0.279  -0.281 
1975-093T17:47:29.777  255.789  256.069  255.929  -0.279  -0.281 
1975-093T17:54:44.487  255.797  256.077  255.937  -0.279  -0.284 
1975-093T18:01:59.197  255.827  256.106  255.967  -0.279  -0.284 
1975-093T18:09:13.906  255.789  256.069  255.929  -0.279  -0.281 
1975-093T18:16:28.615  255.789  256.069  255.929  -0.279  -0.281 
1975-093T18:23:43.326  255.827  256.106  255.967  -0.279  -0.281 
1975-093T18:30:58.036  255.789  256.069  255.929  -0.279  -0.281 
1975-093T18:38:12.748  255.827  256.106  255.967  -0.279  -0.281 
1975-093T18:45:27.457  255.789  256.069  255.929  -0.279  -0.280 
1975-093T18:52:42.168  255.760  256.039  255.899  -0.279  -0.280 
1975-093T18:59:56.879  255.790  256.069  255.929  -0.279  -0.284 
1975-093T19:07:11.589  255.827  256.106  255.967  -0.279  -0.281 
1975-093T19:14:26.300  255.790  256.069  255.929  -0.279  -0.281 
1975-093T19:21:41.010  255.865  256.144  256.004  -0.280  -0.281 
1975-093T19:28:55.721  255.790  256.069  255.929  -0.279  -0.281 
1975-093T19:36:10.432  255.760  256.039  255.899  -0.279  -0.281 
1975-093T19:43:25.142  255.827  256.106  255.967  -0.279  -0.284 
1975-093T19:50:39.846  255.790  256.069  255.929  -0.279  -0.281 
1975-093T19:57:54.557  255.760  256.039  255.899  -0.279  -0.280 
1975-093T20:05:09.267  255.827  256.106  255.967  -0.279  -0.281 
1975-093T20:12:23.978  255.827  256.106  255.967  -0.279  -0.281 
1975-093T20:19:38.687  255.819  256.098  255.959  -0.279  -0.281 
1975-093T20:26:53.398  255.819  256.098  255.959  -0.279  -0.281 
1975-093T20:34:08.107  255.790  256.069  255.929  -0.279  -0.281 
1975-093T20:41:22.817  255.827  256.106  255.967  -0.279  -0.281 
1975-093T20:48:37.528  255.790  256.069  255.929  -0.279  -0.281 
1975-093T20:55:52.239  255.797  256.077  255.937  -0.279  -0.281 
1975-093T21:03:06.948  255.790  256.069  255.929  -0.279  -0.281 
1975-093T21:10:21.660  255.827  256.106  255.967  -0.279  -0.281 
1975-093T21:17:36.369  255.827  256.106  255.967  -0.279  -0.281 
1975-093T21:24:51.080  255.790  256.069  255.929  -0.279  -0.281 
1975-093T21:32:05.790  255.790  256.068  255.929  -0.279  -0.281 
1975-093T21:39:20.501  255.752  256.031  255.891  -0.279  -0.280 
1975-093T21:46:35.210  255.789  256.069  255.929  -0.279  -0.281 
1975-093T21:53:49.922  255.827  256.106  255.967  -0.279  -0.284 
1975-093T22:01:04.631  255.790  256.069  255.929  -0.279  -0.281 
1975-093T22:08:19.342  255.789  256.069  255.929  -0.279  -0.281 
1975-093T22:15:34.052  255.760  256.039  255.899  -0.279  -0.281 
1975-093T22:22:48.763  255.790  256.069  255.929  -0.279  -0.281 
1975-093T22:30:03.474  255.819  256.098  255.959  -0.279  -0.281 
1975-093T22:37:18.184  255.819  256.098  255.959  -0.279  -0.281 
1975-093T22:44:32.895  255.819  256.098  255.959  -0.279  -0.281 
1975-093T22:51:47.605  255.790  256.069  255.929  -0.279  -0.281 
1975-093T22:59:02.316  255.790  256.068  255.929  -0.279  -0.281 
1975-093T23:06:17.027  255.819  256.098  255.959  -0.279  -0.281 
1975-093T23:13:31.737  255.790  256.069  255.929  -0.279  -0.281 
