 TIME (ms)      DELTA_TEMP (K) AVG_TEMP (K)   
 ============== ============== ============== 
  3.0057849E+10  9.9999998E-03  2.5718994E+02 
  3.0148104E+10  1.7299998E-01  2.5660999E+02 
  3.0243181E+10  2.3099998E-01  2.5648999E+02 
  3.0311780E+10  2.5199997E-01  2.5641998E+02 
  3.0403596E+10  2.6999998E-01  2.5637000E+02 
  3.0438502E+10  2.7499998E-01  2.5637994E+02 
  3.0514201E+10  2.8299999E-01  2.5634998E+02 
  3.0614753E+10  2.8999996E-01  2.5631000E+02 
  3.0696358E+10  2.9499996E-01  2.5635999E+02 
  3.0781260E+10  2.9799998E-01  2.5628998E+02 
  3.0869291E+10  3.0100000E-01  2.5627997E+02 
  3.0961394E+10  3.0299997E-01  2.5625995E+02 
  3.1042200E+10  3.0499995E-01  2.5625995E+02 
  3.1126262E+10  3.0599999E-01  2.5627997E+02 
  3.1215919E+10  3.0699998E-01  2.5625995E+02 
  3.1299441E+10  3.0799997E-01  2.5627997E+02 
  3.1387984E+10  3.0899996E-01  2.5625000E+02 
  3.1479304E+10  3.0999994E-01  2.5622998E+02 
  3.1566270E+10  3.0999994E-01  2.5623999E+02 
  3.1651152E+10  3.1099999E-01  2.5623999E+02 
  3.1826203E+10  3.1199998E-01  2.5621997E+02 
  3.1893283E+10  3.1199998E-01  2.5621997E+02 
  3.2116101E+10  3.1299996E-01  2.5623999E+02 
  3.2332698E+10  3.1399995E-01  2.5618994E+02 
  3.2682066E+10  3.2299995E-01  2.5619995E+02 
  3.2826831E+10  3.1999999E-01  2.5621997E+02 
  3.3044652E+10  3.0999994E-01  2.5625995E+02 
  3.3208361E+10  3.1299996E-01  2.5625000E+02 
  3.3295172E+10  3.1399995E-01  2.5620996E+02 
  3.3433297E+10  3.1500000E-01  2.5621997E+02 
  3.3606975E+10  2.8499997E-01  2.5618994E+02 
  3.3805930E+10  3.0699998E-01  2.5623999E+02 
  3.3838563E+10  3.0899996E-01  2.5620996E+02 
  3.3849659E+10  1.1369998E+00  2.5666998E+02 
  3.3855963E+10  2.6709995E+00  2.5858997E+02 
  3.3859019E+10  2.6689997E+00  2.5833997E+02 
  3.3862582E+10  2.6639996E+00  2.5783997E+02 
  3.3866105E+10  2.6359997E+00  2.5744995E+02 
  3.3869640E+10  2.1349998E+00  2.5715997E+02 
  3.3873367E+10  1.7289999E+00  2.5695996E+02 
  3.3876894E+10  1.4610000E+00  2.5681000E+02 
  3.3880494E+10  1.2639999E+00  2.5671997E+02 
  3.3884054E+10  1.1209998E+00  2.5663995E+02 
  3.3887666E+10  1.0119998E+00  2.5659998E+02 
  3.3970553E+10  4.7599995E-01  2.5631995E+02 
  3.3973383E+10  4.7199994E-01  2.5632996E+02 
  3.4056143E+10  4.0199995E-01  2.5625995E+02 
  3.4097385E+10  3.8599998E-01  2.5625000E+02 
  3.4229973E+10  3.5899997E-01  2.5623999E+02 
  3.4318000E+10  3.4999996E-01  2.5623999E+02 
  3.4402058E+10  3.4399998E-01  2.5625000E+02 
